cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"172","10091","37435","1082777","United Bank","Zebulon","GA","30295","6/30/2018","8/15/2018","NM","685 Griffin Street","UNITED BANK CORPORATION","18","0","0","4","1","Pike","12060","Atlanta-Sandy Springs-Roswell, GA","1/31/1905","1/1/1934","8/19/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.accessunited.com","25505","1856","23649","259","10760","1247","3940","0","5573","20047","12431","2961","4655","14103","-29","0","14074","0","14074","0","14074","259","0","0","14103"
"14629","10166","164854","3682537","United Bank","Osseo","WI","54758","6/30/2018","8/15/2018","NM","50518 Charles Street","UNITED CITIZENS 401(K) SAVINGS PLAN","7","0","0","4","0","Trempealeau","","","12/23/1911","1/1/1934","7/16/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.unitedbankwi.com","5704","687","5017","0","1527","0","182","0","1345","4299","2951","334","1014","2245","68","429","1884","0","1884","0","1884","3","848","0","1828.92"
"32025","7756","539377","3832181","United Bank","Springdale","AR","72764","6/30/2018","8/15/2018","SM","2600 South Thompson","UNITED HOLDING COMPANY, INC.","4","0","0","4","1","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1978","6/27/1980","6/11/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.united-bk.com","4101","937","3164","0","566","0","148","","418","3028","1842","293","893","702","0","0","702","0","702","0","702","44","655","0","702"
"18203","7955","633501","2509413","United Bank","Hartford","CT","6103","6/30/2018","8/15/2018","SB","151 Asylum Street","UNITED FINANCIAL BANCORP, INC.","55","0","1","4","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","1/1/1858","7/1/1960","4/16/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","0","www.bankatunited.com","130622","33486","97136","4289","18727","0","3256","-1","15472","73982","41893","8921","23168","37592","177","2844","34925","0","34925","0","34925","2225","16000","0","34762.16"
"15437","13940","728742","1098732","United Bank & Capital Trust Company","Frankfort","KY","40601","6/30/2018","8/15/2018","SM","125 West Main St","FARMERS CAPITAL BANK CORPORATION","34","0","0","4","0","Franklin","","","2/16/1850","1/1/1934","2/18/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","0","http://www.unitedbankky.com","30968","1302","29666","-134","10017","1555","3809","0","4653","25906","14900","3670","7336","13911","808","2743","11976","0","11976","0","11976","-352","5000","16","11321.52"
"17477","53283","990352","3219577","United Bank & Trust","Marysville","KS","66508","6/30/2018","8/15/2018","SM","823 Broadway","UBT BANCSHARES, INC.","15","0","0","2","0","Marshall","","","7/1/1890","7/28/1955","5/10/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.ubankonline.com","11669","1649","10020","153","1085","0","389","0","696","5988","3310","747","1931","4964","5","1076","3893","0","3893","0","3893","-2","3000","0","3889.05"
"57391","0","3103591","1202258","United Bank & Trust National Association","Marshalltown","IA","50158","6/30/2018","8/15/2018","N","2101 South Center Street","AMES NATIONAL CORPORATION","2","0","0","4","0","Marshall","","","6/21/2002","6/21/2002","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.ubtna.com","1785","305","1480","0","265","39","55","0","171","1100","678","90","332","645","0","107","538","0","538","0","538","-3","450","0","538"
"14247","0","116741","1209529","United Bank and Trust Company","Hampton","IA","50441","6/30/2018","8/15/2018","NM","400 Central Ave East","J. E. COONLEY COMPANY","4","0","0","2","1","Franklin","","","1/1/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.ubtc.net","2834","327","2507","45","193","0","115","","78","1479","1038","175","266","1176","3","59","1120","0","1120","0","1120","1","530","0","1117.15"
"57119","0","2942823","4877031","United Bank of El Paso del Norte","El Paso","TX","79912","6/30/2018","8/15/2018","SM","125 Mesa Hills Drive","SOUTHWEST UNITED BANCSHARES, INC.","4","0","0","4","0","El Paso","21340","El Paso, TX","5/1/2001","5/1/2001","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","0","1","www.unitedelpaso.com","5746","582","5164","320","373","0","148","","225","3673","2170","503","1000","1544","0","352","1192","0","1192","0","1192","34","0","0","1192"
"958","9909","738040","1205183","United Bank of Iowa","Ida Grove","IA","51445","6/30/2018","8/15/2018","NM","501 2nd Street","IDA GROVE BANCSHARES, INC.","28","0","0","2","1","Ida","","","2/4/1932","1/1/1934","4/15/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.unitedbk.bank","29924","6628","23296","357","4382","96","2026","0","2260","14464","9784","1447","3233","12857","28","633","12252","0","12252","0","12252","-278","6302","0","12225.4"
"11807","13019","150044","1207392","United Bank of Michigan","Grand Rapids","MI","49546","6/30/2018","8/15/2018","NM","900 East Paris Avenue, S.E.","UNITED BANK FINANCIAL CORPORATION","14","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","1/1/1903","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.unitedbank4u.com","13511","1703","11808","0","3056","0","426","","2630","10370","5970","1379","3021","4494","0","848","3646","0","3646","0","3646","34","700","0","3646"
"33568","0","1945247","2259268","United Bank of Philadelphia","Philadelphia","PA","19102","6/30/2018","8/15/2018","NM","30 S. 15th St., 1st Fl.","UNITED BANCSHARES, INC.","4","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/23/1992","3/23/1992","4/15/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.ubphila.com","1292","40","1252","25","535","0","189","","346","2108","782","501","825","-346","0","0","-346","0","-346","0","-346","25","0","0","-346"
"14334","0","562058","1248368","United Bank of Union","Union","MO","63084","6/30/2018","8/15/2018","NM","15 East Main Street","CARDINAL BANCORP II, INC.","3","0","0","4","1","Franklin","41180","St. Louis, MO-IL","3/22/1934","5/7/1934","6/30/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.ubu.bank","7001","1002","5999","300","1124","0","235","","889","4306","2325","367","1614","2517","0","0","2517","0","2517","0","2517","209","1974","0","2517"
"22180","0","930358","2291727","United Bankers' Bank","Bloomington","MN","55431","6/30/2018","8/15/2018","SM","1650 W 82nd St, Suite 1500","UNITED BANKERS' BANCORPORATION, INC","2","0","1","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/15/1975","12/15/1975","7/23/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","www.ubb.com","15699","2823","12876","1517","7663","67","2692","0","4904","15993","7338","1836","6819","3029","0","779","2250","0","2250","0","2250","501","0","0","2250"
"57716","0","3281510","5069897","United Business Bank","Walnut Creek","CA","94596","6/30/2018","8/15/2018","SM","500 Ygnacio Valley Rd Suite","BAYCOM CORP","18","0","1","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/20/2004","7/20/2004","11/4/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.unitedbusinessbank.com","27303","2082","25221","497","3864","0","648","0","3216","16750","9414","2841","4495","11838","3","3278","8563","0","8563","0","8563","112","0","0","8560.63"
"15249","9186","336147","1137145","United Citizens Bank & Trust Company","Campbellsburg","KY","40011","6/30/2018","8/15/2018","NM","8198 Main Street","UNITED CITIZENS FINANCIAL CORPORATION","5","0","0","2","0","Henry","31140","Louisville-Jefferson County, KY-IN","1/1/1872","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.unitedcitizensbank.com","2225","196","2029","68","276","0","121","","155","1543","913","162","468","694","0","123","571","0","571","0","571","11","225","0","571"
"57867","0","3306598","3370085","United Citizens Bank of Southern Kentucky","Columbia","KY","42728","6/30/2018","8/15/2018","NM","700 Jamestown Street","UNITED CITIZENS BANCORP, INC.","4","0","0","2","0","Adair","","","12/6/2004","12/6/2004","7/29/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.ucbsky.com","3643","558","3085","100","519","0","247","","272","2004","933","241","830","1500","0","312","1188","0","1188","0","1188","47","888","0","1188"
"19143","10326","90337","1977154","United Community Bank","Raceland","LA","70394","6/30/2018","8/15/2018","NM","4626 Highway #1","COMMUNITY BANCORP OF LOUISIANA, INC.","10","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","6/20/1964","6/20/1964","3/23/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","HTTP://WWW.UCBANKING.COM","11844","1521","10323","3850","2097","0","859","0","1238","7582","4005","1170","2407","988","0","0","988","0","988","0","988","3236","0","0","988"
"8544","11950","847157","1126242","United Community Bank","Perham","MN","56573","6/30/2018","8/15/2018","NM","301 West Main Street","PERHAM STATE BANCSHARES, INC.","4","0","0","4","1","Otter Tail","","","1/1/1911","1/1/1934","6/26/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ucbankmn.com","5028","528","4500","120","628","0","198","","430","3855","2413","507","935","1153","-3","2","1148","0","1148","0","1148","66","1224","0","1151"
"29620","3767","88772","0","United Community Bank","Lawrenceburg","IN","47025","6/30/2018","8/15/2018","SA","92 Walnut Street","","8","0","0","8","0","Dearborn","17140","Cincinnati, OH-KY-IN","1/1/1914","4/28/1936","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.bankucb.com","8945","1315","7630","66","2285","0","749","","1536","7058","4532","507","2019","2791","0","470","2321","0","2321","0","2321","325","1289","0","2321"
"19459","11023","439338","1097182","United Community Bank","Chatham","IL","62629","6/30/2018","8/15/2018","NM","301 North Main Street","UNITED COMMUNITY BANCORP, INC.","40","0","0","4","0","Sangamon","44100","Springfield, IL","7/12/1965","7/12/1965","3/10/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.ucbbank.com","34631","4034","30597","481","10135","275","2158","0","7702","27144","14288","4344","8512","13107","34","5963","7178","0","7178","0","7178","333","5930","0","7151.14"
"13656","14255","884648","1201952","United Community Bank","Milford","IA","51351","6/30/2018","8/15/2018","NM","1000 Okoboji Avenue","MILFORD BANCORPORATION","5","0","0","2","1","Dickinson","","","6/10/1931","11/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.unitedcommunitybank.com","4712","585","4127","45","440","1","87","","352","2914","2011","482","421","1608","0","84","1524","0","1524","0","1524","0","1250","0","1524"
"16889","10976","1017939","1249347","United Community Bank","Blairsville","GA","30512","6/30/2018","8/15/2018","NM","177 Highway 515 East","UNITED COMMUNITY BANKS, INC.","145","0","1","4","0","Union","","","3/1/1950","3/1/1950","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","0","www.ucbi.com","235545","20102","215443","5017","47934","0","11311","0","36623","148094","82011","17459","48624","110266","-1304","23620","85342","0","85342","0","85342","2860","0","0","86372.16"
"11603","11010","54049","3613504","United Community Bank","Poynette","WI","53955","6/30/2018","8/15/2018","NM","105 South Main Street","JOHN T. VUCUREVICH FOUNDATION","4","0","0","4","0","Columbia","31540","Madison, WI","1/1/1894","1/1/1934","10/3/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.ucbwi.com","3700","298","3402","-200","563","0","76","","487","2304","1325","180","799","1861","10","557","1314","0","1314","0","1314","-538","2102","0","1306.1"
"10249","0","680055","1133781","United Community Bank of North Dakota","Leeds","ND","58346","6/30/2018","8/15/2018","NM","105 Central Avenue South","AMERICAN BANCOR, LTD.","4","0","0","2","0","Benson","","","1/1/1912","1/1/1934","9/18/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","www.ucbnd.com","8435","1208","7227","3844","265","0","125","0","140","3287","2109","200","978","361","0","7","354","0","354","0","354","2500","325","0","354"
"57301","0","3070545","3260216","United Community Bank of West Kentucky, Inc.","Morganfield","KY","42437","6/30/2018","8/15/2018","NM","500 North Morgan Street","UNITED COMMUNITY BANCSHARES, INC.","4","0","0","2","0","Union","","","12/10/2001","12/10/2001","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.ucbwest.com","5467","637","4830","60","885","19","316","","550","3036","1604","227","1205","2619","-3","422","2194","0","2194","0","2194","10","3","0","2196.52"
"303","11755","425818","1071342","United Cumberland Bank","Whitley City","KY","42653","6/30/2018","8/15/2018","NM","47 South Main Street","MCCREARY BANCSHARES INC.","7","0","1","4","1","Mccreary","","","1/1/1906","1/1/1934","4/14/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.unitedcumberland.com","6556","788","5768","225","1343","0","710","","633","4736","2567","751","1418","2150","0","75","2075","0","2075","0","2075","160","1650","0","2075"
"8821","15672","328656","1126738","United Farmers State Bank","Adams","MN","55909","6/30/2018","8/15/2018","NM","15 4th Street Sw","ADAMS BANCSHARES, INC.","3","0","0","2","1","Mower","","","1/1/1914","1/1/1934","1/17/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.unitedfsb.com","3518","488","3030","85","167","0","64","","103","1496","1091","200","205","1616","0","2","1614","0","1614","0","1614","4","1365","0","1614"
"29566","3676","391575","0","United Fidelity Bank, fsb","Evansville","IN","47708","6/30/2018","8/15/2018","SA","18 Nw Fourth Street","","16","0","1","7","0","Vanderburgh","21780","Evansville, IN-KY","1/1/1931","3/21/1936","5/26/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","2","1","www.unitedfidelity.com","9254","1731","7523","150","8235","0","197","0","8038","10272","5317","1466","3489","5336","0","557","4779","0","4779","0","4779","179","0","0","4779"
"32441","8266","809276","3828054","United Midwest Savings Bank, National Association","De Graff","OH","43318","6/30/2018","8/15/2018","N","101 South Main Street","MSB CAPITAL CORPORATION","5","0","1","4","0","Logan","","","5/5/1889","1/2/1986","6/18/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.umwsb.com","7598","1388","6210","1436","6472","0","15","","6457","8791","5640","561","2590","2455","0","673","1782","0","1782","0","1782","1089","0","0","1782"
"10567","0","842853","1128451","United Minnesota Bank","New London","MN","56273","6/30/2018","8/15/2018","NM","105 Central Avenue","CARLSON BANKSHARES, INC.","1","0","0","4","0","Kandiyohi","","","5/5/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.umbnl.com","676","31","645","0","91","0","33","","58","603","332","68","203","133","0","22","111","0","111","0","111","12","125","0","111"
"21083","12014","544335","1081686","United Mississippi Bank","Natchez","MS","39120","6/30/2018","8/15/2018","NM","75 Melrose-Montebello Pkwy.","SOUTHWEST SECURITY, INC.","11","0","1","4","1","Adams","","","5/14/1973","5/14/1973","5/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.unitedmsbk.com","7861","708","7153","240","2178","0","876","","1302","7658","4382","1269","2007","1433","0","0","1433","0","1433","0","1433","4","1370","0","1433"
"35427","0","2914727","0","United National Bank","Cairo","GA","39828","6/30/2018","8/15/2018","N","722 N Broad St","","1","0","0","2","0","Grady","","","5/26/2000","5/26/2000","7/13/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.unbonline.com","5684","861","4823","290","374","0","243","","131","3069","1911","349","809","1838","0","499","1339","0","1339","0","1339","49","1087","300","1339"
"23373","10769","70218","0","United Orient Bank","New York","NY","10038","6/30/2018","8/15/2018","NM","10 Chatham Square","","2","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/9/1981","4/9/1981","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","2846","229","2617","0","89","0","10","0","79","2143","1002","681","460","563","0","191","372","0","372","0","372","0","0","0","372"
"23805","0","609467","0","United Pacific Bank","City Of Industry","CA","91748","6/30/2018","8/15/2018","NM","1630 South Azusa Avenue","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/11/1982","5/11/1982","3/26/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.upbnet.com","2900","590","2310","0","219","0","9","","210","1835","1154","292","389","694","0","75","619","0","619","0","619","0","0","0","619"
"10958","0","712059","1123885","United Prairie Bank","Mountain Lake","MN","56159","6/30/2018","8/15/2018","NM","1141 3rd Ave","FARMERS STATE CORPORATION","12","0","0","2","1","Cottonwood","","","7/21/1919","1/1/1934","1/13/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.unitedprairiebank.com","12013","1022","10991","400","1702","0","361","","1341","9845","5428","1557","2860","2448","-18","0","2430","0","2430","0","2430","55","4207","0","2448"
"58359","0","3387140","1050495","United Republic Bank","Omaha","NE","68118","6/30/2018","8/15/2018","NM","111 North 181st Street","CENTRAL BANCSHARES, INC.","2","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/11/2006","12/11/2006","8/15/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.unitedrepublicbank.com","2690","729","1961","94","98","0","26","0","72","1644","926","196","522","321","0","67","254","0","254","0","254","-41","0","0","254"
"29170","3034","644776","2589666","United Roosevelt Savings Bank","Carteret","NJ","7008","6/30/2018","8/15/2018","SB","11-15 Cooke Avenue","UNITED ROOSEVELT MHC","1","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1914","2/13/1940","4/1/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","ursbank.com","1901","452","1449","0","40","0","5","0","35","1427","749","113","565","62","0","14","48","0","48","0","48","0","0","0","48"
"28836","2458","459372","0","United Savings Bank","Philadelphia","PA","19145","6/30/2018","8/15/2018","SB","1510 Packer Avenue","","6","0","0","8","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1923","8/6/1936","10/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://WWW.UNITEDSAVINGSBANK.COM","4760","853","3907","0","467","0","222","","245","2980","2017","229","734","1394","0","341","1053","0","1053","0","1053","0","0","0","1053"
"1427","0","630340","1247736","United Security Bank","Fulton","MO","65251","6/30/2018","8/15/2018","NM","2050 Bluff Street","MID-MO BANCSHARES, INC.","3","0","0","8","1","Callaway","27620","Jefferson City, MO","1/25/1930","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","1337","168","1169","0","52","0","41","","11","796","570","91","135","425","-9","0","416","0","416","0","416","-1","350","0","425"
"27132","14091","1162017","3015975","United Security Bank","Fresno","CA","93711","6/30/2018","8/15/2018","SM","2126 Inyo Street","UNITED SECURITY BANCSHARES","13","0","0","4","0","Fresno","23420","Fresno, CA","12/21/1987","12/21/1987","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.unitedsecuritybank.com","17291","935","16356","-1325","2519","0","1146","","1373","9847","5937","1906","2004","10353","-78","2970","7305","0","7305","0","7305","-483","3282","428","7366.62"
"9309","12011","110945","1140574","United Southern Bank","Hopkinsville","KY","42240","6/30/2018","8/15/2018","NM","1813 East Ninth Street","TODD BANCSHARES, INC.","9","0","0","2","0","Christian","17300","Clarksville, TN-KY","6/22/1922","1/1/1934","2/3/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.usbky.com","4586","430","4156","0","625","0","236","","389","3654","1841","600","1213","1127","0","196","931","0","931","0","931","649","574","0","931"
"15465","13655","327435","1141601","United Southern Bank","Umatilla","FL","32784","6/30/2018","8/15/2018","NM","750 North Central Avenue","UNISOUTH, INC.","13","0","0","4","0","Lake","36740","Orlando-Kissimmee-Sanford, FL","3/1/1937","3/1/1937","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.unitedsouthernbank.com","9442","386","9056","0","2089","478","336","","1275","8008","4640","904","2464","3137","0","831","2306","0","2306","0","2306","3","642","0","2306"
"10208","0","343257","1124930","United Southwest Bank","Cottonwood","MN","56229","6/30/2018","8/15/2018","NM","111 West Main Street","EMPIRE BANCSHARES, INC.","4","0","0","2","0","Lyon","","","1/1/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","http://www.unitedswbank.com","708","36","672","6","32","0","11","","21","620","396","120","104","78","0","0","78","0","78","0","78","0","72","0","78"
"12214","11557","659556","1096091","United State Bank","Lewistown","MO","63452","6/30/2018","8/15/2018","NM","102 West Main St","RIVER VALLEY BANCSHARES, INCORPORATED","5","0","0","2","1","Lewis","","","9/8/1928","1/1/1934","3/14/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.usb1.com","3812","694","3118","100","439","0","145","0","294","1928","1148","244","536","1529","2","105","1426","0","1426","0","1426","90","522","0","1424.14"
"26626","0","726953","4378529","United Texas Bank","Dallas","TX","75240","6/30/2018","8/15/2018","SM","13101 Preston Rd, Suite 100","UTB FINANCIAL HOLDING COMPANY","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/7/1986","4/7/1986","11/13/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.unitedtexasbank.com","9164","2956","6208","100","61","0","43","0","18","3696","2135","326","1235","2473","-2","342","2129","0","2129","0","2129","-2","0","0","2130.72"
"35393","16310","2949970","0","United Trust Bank","Palos Heights","IL","60463","6/30/2018","8/15/2018","SA","12330 South Harlem Avenue","","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/24/2000","11/24/2000","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.utbhome.com","517","105","412","0","327","0","62","","265","1258","620","149","489","-519","0","0","-519","0","-519","0","-519","0","0","2042","-519"
"15478","0","922559","1140211","United Valley Bank","Cavalier","ND","58220","6/30/2018","8/15/2018","NM","211 Division Avenue South","FIRST HOLDING COMPANY OF CAVALIER, INC.","6","0","1","2","1","Pembina","","","8/25/1905","3/22/1937","1/29/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","uvbank.net","5395","422","4973","0","356","0","131","","225","3459","2028","418","1013","1870","0","0","1870","0","1870","0","1870","-4","1375","0","1870"
"57120","0","3076284","3344620","Uniti Bank","Buena Park","CA","90621","6/30/2018","8/15/2018","NM","6301 Beach Blvd, # 100","UNITI FINANCIAL CORPORATION","3","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","12/17/2001","12/17/2001","3/26/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.unitibank.com","7481","869","6612","0","1709","0","162","","1547","5706","3677","535","1494","2615","0","799","1816","0","1816","0","1816","294","0","33","1816"
"33503","0","1890525","2181426","Unity Bank","Clinton","NJ","8809","6/30/2018","8/15/2018","NM","64 Old Highway 22","UNITY BANCORP, INC.","19","0","1","4","0","Hunterdon","35620","New York-Newark-Jersey City, NY-NJ-PA","9/13/1991","9/13/1991","5/23/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.unitybank.com","32683","5869","26814","1050","3953","0","738","0","3215","16933","9605","2635","4693","12784","-24","2556","10204","0","10204","0","10204","-28","1351","526","10223.2"
"8714","0","443353","1122048","Unity Bank","Augusta","WI","54722","6/30/2018","8/15/2018","NM","207 West Lincoln","AUGUSTA FINANCIAL CORPORATION","4","0","0","2","1","Eau Claire","20740","Eau Claire, WI","12/1/1914","1/2/1934","8/10/2015","Stock","0","0","FDIC","DIF","Chicago","KANSAS CITY","Eau Claire","Minneapolis","Central","Central","0","1","http://www.unitybanking.com","4142","658","3484","165","425","0","95","","330","2650","1676","204","770","1094","0","0","1094","0","1094","0","1094","-5","339","0","1094"
"8545","0","854052","1122990","Unity Bank","Rush City","MN","55069","6/30/2018","8/15/2018","NM","1180 West 4th Street","KIMBERLY LEASING CORPORATION","9","0","0","2","1","Chisago","33460","Minneapolis-St. Paul-Bloomington, MN-WI","4/18/1882","1/1/1934","4/25/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.unitybanking.com","5455","714","4741","150","829","0","134","","695","4033","2348","414","1271","1387","0","3","1384","0","1384","0","1384","21","375","0","1384"
"8202","0","732459","1123700","Unity Bank North","Red Lake Falls","MN","56750","6/30/2018","8/15/2018","NM","210 Main Street","CAPRICE CORPORATION","2","0","0","2","1","Red Lake","","","1/1/1929","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","http://www.unitybanking.com","2198","279","1919","30","928","0","81","0","847","2251","1216","159","876","566","0","2","564","0","564","0","564","12","50","0","564"
"26351","0","853251","0","Unity National Bank of Houston","Houston","TX","77004","6/30/2018","8/15/2018","N","2602 Blodgett Street","","3","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","8/1/1985","8/1/1985","7/10/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.unitybanktexas.com","2002","330","1672","52","274","0","252","","22","2782","1520","325","937","-888","0","0","-888","0","-888","0","-888","7","0","64","-888"
