,Tot Dom Deposits to Tot Assets,Return On Assets,Assets per Emp,Yield on Earning Assets,Net Loans Lease to Tot Assets,RE to Ave Equity,Efficiency Ratio,Core Capital Ratio,Noncurr Assets Other RE,Cost of Funding Earnings Assets,Number Employees,Return on Equity
192,90.72789536,0.6693409,14.36800647,3.32306739,74.10411812,7.029333413,63.04420579,7.138707996,0.008782384,0.8422409259999999,928.0,7.696886443999999
193,83.1132277,1.734501875,5.787854545,4.037384951,60.78339595,12.02837794,62.05222631,10.62680907,0.08230401,0.613368034,55.0,17.71686553
195,71.92197896,0.727177475,5.564873418,4.675149738,75.73363662,9.776692327000001,71.13318702,8.314925881,0.186295138,1.027124078,79.0,9.776692327000001
196,83.5445564,0.989674208,3.850012195,4.644207882,84.9319451,1.306107012,75.57146792,8.218411872,0.487169822,0.7762614440000001,82.0,12.47612649
198,83.69809149,0.287431594,5.2135,4.042297427,71.92864678,2.048433153,86.48310388,14.08342901,1.179629807,0.8516533890000001,10.0,2.048433153
199,85.51077424,1.818815056,7.970682927,4.834648661,67.43753022,13.19075748,60.59238053,9.483759552999999,0.8355314290000001,0.260762947,82.0,17.87165084
204,86.44498739,0.920464682,3.442860294,5.400408577,74.87180418,1.025664048,64.09785717,11.22314129,1.2271773,0.474690291,272.0,7.339382902
206,80.05589659999998,0.66308124,5.083791667,4.0907225139999985,77.46924458,6.069719211000002,73.38092809999998,11.31582861,0.980239487,0.922246579,24.0,6.069719211000002
207,89.73902661,1.5239370719999998,4.628421053,4.164909008,64.80896065,13.26820759,62.72047034,10.15793691,0.164885149,0.159229046,38.0,15.57572195
208,89.35592622,0.987891149,3.312922078,4.011201495,66.10752857,6.3249926,71.12881806,9.10337534,1.046864893,0.124812064,154.0,11.33398602
209,88.08063951,0.59012987,4.437256198,3.997387006,69.20813249,7.039682719,85.81991289,8.336214601,1.552966244,0.537848236,121.0,7.039682719
210,84.80256343,0.377641133,6.020569444,3.4644690660000004,78.60875102,2.579746289,76.96737044,14.93442271,1.845524948,0.8441083079999999,72.0,2.579746289
214,77.55648324,0.988389278,5.8125,4.607123762,79.41657179,11.86799502,62.25184345,8.625986014,0.329917774,1.03203868,34.0,11.86799502
215,83.390579,0.31305879,4.389538462,3.703916719,36.8218141,1.006208521,87.95483061,16.85115996,0.0,0.824370698,13.0,1.905373582
218,83.76043956,0.795666214,4.03164557,4.32610158,60.09199372,-0.6849714809999999,77.10862878,8.883883475,0.851805338,0.503620673,79.0,8.464290445
220,87.58875128,1.467168255,4.156105263,5.001946957,71.37417792,14.17425766,61.81688579,10.06462316,0.407137249,0.442463716,114.0,14.17425766
221,88.88585824,0.97121894,3.567162162,3.821446144,57.33984923,1.277971228,75.68173328,11.16173644,0.579611319,0.420392048,37.0,9.430546303
222,78.76572734,0.553562711,4.801808989,3.44959362,68.09956922,4.249711744,82.02868044,12.86633549,0.118167077,0.543495296,89.0,4.249711744
223,86.96063524,1.020575312,11.098125,4.254347266,67.13070902,8.459046738,38.55092276,12.24701258,0.7512530270000001,1.0310754290000002,8.0,8.459046738
224,77.40991385,1.063017371,8.128087613,4.227227208,71.22893015,8.492353186,63.69578352,11.70327319,0.144737003,0.656580464,331.0,8.492353186
225,59.51928897,0.966963016,6.561542056,3.344204452,43.02769608,7.591702395,75.70315522,13.20380112,0.172913536,0.8310141940000001,107.0,7.591702395
226,84.55922829999999,1.042392799,6.743568345,3.975597426,76.16295196,7.516357541,66.20290569,10.35734818,0.136874357,0.638428793,139.0,10.44719624
227,88.2206334,1.754356809,3.611090909,4.701541705,73.94768642,-2.075806626,60.96,8.906218706,1.884346206,0.3162472,22.0,21.42965076
228,69.04819415,0.509603707,4.140052632,4.662527419,82.96487459,5.72450805,83.20715759999999,9.238072379,0.6419953979999999,0.877917052,19.0,5.72450805
229,81.90767679,1.283563285,6.559730769,3.5394698960000004,48.36326538,4.357999588,48.24828637,17.24759195,0.112574977,0.426518854,26.0,7.590008852
230,88.96387084,1.094641588,5.143291139,3.706858615,55.83837862,-0.518568617,60.24180586,10.79510614,0.15258909199999998,0.44341276,158.0,10.5050478
232,85.80267513,1.347695445,6.9295625,5.170717731,80.46142884,6.104803061,45.32,9.724476197000001,0.343636413,0.634162647,16.0,11.27836498
233,84.00053494,1.6244754019999998,3.730748401,4.728196049,74.8756516,10.34373963,60.22521193,12.9424178,0.8006419309999999,0.280897766,469.0,12.29786868
235,88.88785729,1.485349579,5.983777777999999,4.951181189,66.2779614,15.24986547,60.21505376,10.34393704,0.229014248,0.727307658,27.0,15.24986547
237,85.59764015,0.990219714,5.988079646,4.181167416,62.51283893,4.1791717739999985,63.67866765,10.12615495,0.580208763,0.538016654,113.0,9.308027222
238,88.37189747,0.7977247909999999,4.247202381,4.768603545,80.38652895,0.852856556,75.01965924,11.45605019,0.07427858700000001,0.508727834,84.0,7.0180846689999985
