cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"29582","3697","515979","0","Pee Dee Federal Savings Bank","Marion","SC","29571","6/30/2018","8/15/2018","SA","106 East Court Street","","1","0","0","7","0","Marion","","","12/11/1935","12/11/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","9","35062","12737","12268","10819","0","10631","899","0","442","129","0","304","35061","28830","28800","24367","28800","95.5972222222222","0","0","0","0","30","6231","6231","0","0","0","6231","0","548","0","60","33718","10858","36349","35980.5","15245","35362","115","115","0","0","1194","562","0","0","528","6231","199","528","0"
"58483","0","3465392","0","Pegasus Bank","Dallas","TX","75209","6/30/2018","8/15/2018","NM","4515 W. Mockingbird Lane","","4","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/24/2007","1/24/2007","6/29/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.pegasusbankdallas.com","43","651399","167662","154702","134335","0","327399","3014","0","17342","0","0","4661","651399","612454","610935","392934","610935","36.2098964070651","0","0","0","0","1519","38945","38945","0","11504","11505","15936","0","0","0","1896","616436","108927","575027","597296","364241","575180","0","0","0","0","43400","10672","0","2409","172548","42726","3014","172548","5861"
"6176","0","370020","3137082","Pendleton Community Bank, Inc.","Franklin","WV","26807","6/30/2018","8/15/2018","NM","128 North Main Street","ALLEGHENY BANCSHARES, INC.","6","0","1","4","0","Pendleton","","","10/5/1925","1/1/1934","5/25/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://yourbank.com","92","298998","11861","3861","34458","0","234042","2680","0","5435","854","1098","11250","298998","261311","255849","196771","255849","91.852769269238","908","0","2240","0","2314","37687","37687","0","900","900","35887","0","1073","0","1230","272361","147922","294472.67","297287.5","229439","297237","8598","6446","0","2152","12070","6389","2240","0","44014","36647","2680","44014","0"
"30401","5285","328777","3200463","Penn Community Bank","Doylestown","PA","18902","6/30/2018","8/15/2018","SB","3969 Durham Road","PENN COMMUNITY MUTUAL HOLDINGS INC","27","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1922","10/27/1949","3/22/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.penncommunitybank.com","333","2074208","54683","37288","484339","0","1399043","9458","54","24256","0","10767","101066","2074208","1811037","1435518","1409933","1435518","74.9228321015696","0","0","359200","0","16319","263171","263171","0","0","93489","169682","0","4559","0","6942","1920670","1360299","2033991.33","2046062.5","1437136","2033581","58159","47525","1917","8717","187059","1795","359200","645","358103","261167","10972","358103","116294"
"30119","4779","805876","0","PennCrest Bank","Altoona","PA","16601","6/30/2018","8/15/2018","SB","1201 12th Street","","7","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","2/29/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","WWW.PennCrest.BANK","46","180624","10874","7352","49828","0","109479","456","0","1737","307","229","8170","180624","153482","137118","105933","137118","97.4938019542074","0","0","15898","0","466","27142","27142","0","0","0","27142","0","946","0","518","166659","124963","178093.67","181106.5","99927","180015","5822","5205","0","617","4695","345","15898","0","12780","27626","456","12780","0"
"7613","9066","212018","1132896","Pennian Bank","Mifflintown","PA","17059","6/30/2018","8/15/2018","NM","2 North Main Street","FIRST COMMUNITY FINANCIAL CORPORATION","13","0","0","8","0","Juniata","","","4/19/1889","1/1/1934","6/29/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.pennianbank.com","99","506859","14348","876","121278","1695","342177","3736","0","6313","42","168","20838","506859","458320","418076","357670","418076","84.3512363097231","3541","0","33000","0","3703","48539","48539","0","500","8115","39924","0","2134","852","1644","466026","227138","505942.67","506714","292577","507215","11950","6780","0","5170","39448","1549","33000","0","77251","50030","3648","77251","0"
"90208","0","635907","4933320","Pentucket  Bank","Haverhill","MA","1830","6/30/2018","8/15/2018","SB","One Merrimack Street","PENTUCKET BANK HOLDINGS, MHC","6","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","10/8/1985","4/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.pentucketbank.com","124","739135","10600","2442","102053","56","586766","4370","0","12695","0","10","26955","739135","650890","600813","511225","600813","74.6880522947169","10893","0","30531","0","8653","88245","88245","0","0","1","88244","0","1333","21","1821","691317","375208","720900.33","724424","588663","713016","18169","18169","0","0","105695","6130","30531","0","96780","89869","5631","96780","37870"
"22756","8951","942539","4999250","People's Bank and Trust Company of Pickett County","Byrdstown","TN","38549","6/30/2018","8/15/2018","NM","19 Courthouse Square","PROGRESSIVE FINANCIAL GROUP, INC.","1","0","0","4","0","Pickett","","","11/27/1978","11/27/1978","7/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.peoplesbankbyrdstown.com","34","117487","6940","5125","13207","4000","88463","1303","0","849","122","177","3729","117487","102044","101536","86954","101536","93.5579840348758","0","0","0","0","508","15443","15443","0","200","705","14538","0","2618","0","756","110795","24153","120260.67","119527.5","86873","119482","2131","0","0","2131","5564","473","0","250","6400","15714","1089","6400","0"
"34685","0","2661861","0","People's Bank of Commerce","Medford","OR","97504","6/30/2018","8/15/2018","NM","1528 Biddle Road","","6","0","0","4","0","Jackson","32780","Medford, OR","3/2/1998","3/2/1998","5/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","http://www.peoplesbankofcommerce.com","103","327050","18145","15713","26197","0","232375","2631","0","16165","3129","3468","27571","327050","294038","286887","155143","286887","69.97392856147","0","0","601","0","6550","33012","33012","0","14372","17481","1159","0","0","0","271","274285","179085","315496.67","322125.5","280623","317497","6086","5103","0","983","2074","4724","0","1117","41729","29806","2712","41729","0"
"34146","0","2396592","4096645","People's Bank of Seneca","Seneca","MO","64865","6/30/2018","8/15/2018","NM","1615 Cherokee Avenue","PBS BANCSHARES, INC.","4","0","0","4","0","Newton","27900","Joplin, MO","3/15/1996","3/15/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","www.peoplesbankofseneca.com","36","186591","6925","2520","19931","109","146350","1877","0","6356","120","411","6389","186591","169978","163099","144829","163099","50.7097066790876","0","0","6250","0","629","16613","16613","0","1250","1250","14113","0","1074","0","633","168910","41544","183993.33","186291","162625","187390","2768","2768","0","0","12110","81","6250","0","11947","17014","1877","11947","1316"
"12773","10791","984379","2748995","People's Intermountain Bank","American Fork","UT","84003","6/30/2018","8/15/2018","NM","33 East Main Street","PEOPLE'S UTAH BANCORP","28","0","1","4","0","Utah","39340","Provo-Orem, UT","1/1/1913","1/1/1934","3/5/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","www.bankaf.com","469","2160815","51414","14734","304621","908","1680709","22308","0","27790","0","30595","64778","2160815","1892344","1785315","1138829","1785315","63.1483156323764","0","0","90000","0","17029","268471","268471","0","2736","57738","207997","0","8649","1436","7658","2000972","258037","2149157","2162044.5","1764498","2147739","26120","23186","0","2934","122632","3752","90000","11058","609744","243541","22069","609744","0"
"27334","18027","613307","3650152","People's United Bank, National Association","Bridgeport","CT","6604","6/30/2018","8/15/2018","N","850 Main Street","PEOPLE'S UNITED FINANCIAL, INC.","398","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","7/6/1988","7/6/1988","1/1/2018","Stock","0","1","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","0","www.peoples.com","5419","44302248","700260","241483","6963763","0","32310449","236765","62570","246297","15078","2376642","1627189","44302248","38381663","32716603","24692890","32716603","67.3015257848796","1109873","182685","3529174","391307","452021","5920585","5920585","0","0","5978818","-58233","0","194159","2930","126773","39523939","13545746","44118700.33","44079071","33317423","41767553","407222","71515","270260","65447","5447048","2914","3510069","17128","8782011","3809573","639501","8782011","14567166"
"58597","0","3548763","0","PeopleFirst Bank","Joliet","IL","60435","6/30/2018","8/15/2018","NM","3100 Theodore Street","","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/8/2007","1/8/2007","10/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.PeopleFirstBank.com","27","135417","6968","5042","13169","394","102398","1241","0","7275","413","0","4800","135417","119999","103970","88975","103970","81.1680950001922","0","0","15438","0","591","15418","15418","0","1771","16207","-2560","0","1205","0","469","121003","13185","131014.33","132886","111004","133419","2293","2293","0","0","13019","1356","13200","0","16171","15070","1241","16171","0"
"19788","0","819855","2814528","Peoples Bank","Lubbock","TX","79424","6/30/2018","8/15/2018","SM","5820 82nd Street","PEOPLES BANCORP, INC.","8","0","0","2","0","Lubbock","31180","Lubbock, TX","2/13/1968","2/13/1968","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.peoplesbanktexas.com","108","479206","43023","33242","59934","13980","341318","3225","0","13820","0","1397","5734","479206","428310","424366","320209","424366","79.099854914079","0","0","2000","0","1944","50896","50896","0","1000","19027","30869","0","718","500","2715","448474","177345","473815.33","473560.5","372790","469787","0","0","0","0","31867","10996","2000","2820","93676","50591","3225","93676","0"
"16265","15434","998844","1249646","Peoples Bank","Rock Valley","IA","51247","6/30/2018","8/15/2018","NM","1230 Valley Drive","PEOPLES BANCORP","7","0","1","2","1","Sioux","","","6/1/1945","6/1/1945","1/10/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.peoples-ebank.com","92","492254","5811","265","27803","0","437206","5943","0","6447","0","4769","10218","492253","425130","414094","342483","414094","76.1305793887978","0","0","7980","0","3056","67123","67123","0","284","13448","53391","0","2360","344","5436","465274","129885","497720","495970","458762","491425","2935","2039","0","896","29781","5851","7980","569","117553","62188","5737","117553","0"
"1562","10019","519445","1928727","Peoples Bank","Lebanon","KY","40033","6/30/2018","8/15/2018","NM","265 Old Springfield Road","COMMUNITY FINANCIAL OF KENTUCKY, INC.","2","0","0","4","0","Marion","","","9/16/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","http://www.pboflebanon.com","12","54540","1281","56","18831","3872","29267","288","0","381","0","0","908","54540","49429","47866","35720","47866","85.4595192849834","898","0","395","0","270","5111","5111","0","50","5363","-302","0","0","0","270","52026","20370","54016.33","53927.5","39541","53500","0","0","0","0","1869","1580","395","0","5460","5344","288","5460","0"
"5956","12325","220527","2818245","Peoples Bank","Newton","NC","28658","6/30/2018","8/15/2018","NM","518 West C Street","PEOPLES BANCORP OF NORTH CAROLINA, INC.","21","0","0","4","0","Catawba","25860","Hickory-Lenoir-Morganton, NC","1/1/1912","1/1/1934","8/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","https://www.peoplesbanknc.com","327","1109710","69555","24074","209805","0","776278","6277","0","19606","90","0","34376","1109710","976083","918744","578497","918744","74.2100450875992","46570","0","0","0","10769","133627","133627","0","14632","38608","80387","0","4292","0","4220","1010157","328213","1097389.67","1100708.5","897243","1106177","15743","15743","0","0","64941","10321","0","671","249282","132693","6277","249282","3783"
"14636","0","723756","3343070","Peoples Bank","Coldwater","KS","67029","6/30/2018","8/15/2018","SM","101 East Main Street","STOCKGROWERS STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","1","Comanche","","","12/5/1905","8/6/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.peoplesbankcoldwater.com","12","51001","1371","163","22981","0","23702","402","0","477","30","578","1862","51001","44479","42833","36725","42833","77.7099023059526","314","0","1078","0","254","6522","6522","0","190","2253","4079","0","99","60","501","46846","7866","51903","51751","31598","50570","1030","1030","0","0","11600","1913","220","0","8527","6047","395","8527","0"
"14692","11132","968249","1210730","Peoples Bank","Clive","IA","50325","6/30/2018","8/15/2018","NM","12701 University Avenue","RIGLER INVESTMENT COMPANY","9","0","0","2","0","Polk","19780","Des Moines-West Des Moines, IA","3/17/1917","8/22/1934","3/13/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mypeoples.bank","73","345140","22326","17356","56477","0","238979","616","0","7168","201","16162","3827","345140","302721","272100","224331","272100","77.1176051737174","7375","0","22286","0","960","42419","42419","0","200","41387","832","0","1446","0","2169","312812","68815","342596","342194.5","252790","323306","0","0","0","0","52791","0","22286","868","41342","27531","616","41342","4284"
"2320","14454","539452","2606321","Peoples Bank","Westville","OK","74965","6/30/2018","8/15/2018","NM","121 South Williams Avenue","PEOPLES COMMERCIAL BANCORP, INC.","2","0","0","2","1","Adair","","","2/3/1903","1/1/1934","7/10/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.pb-ok.com","22","46538","1919","56","8544","0","33972","336","0","687","0","0","1416","46538","40704","35307","20850","35307","88.9590530667724","822","0","4500","0","75","5834","5834","0","400","650","4784","0","118","0","591","42572","12485","47136","46860.5","37605","46201","0","0","0","0","8039","24","4500","0","2044","5798","336","2044","0"
"9489","11773","148238","4262525","Peoples Bank","Clifton","TN","38425","6/30/2018","8/15/2018","NM","129 Main Street","PB BANCSHARES, INC. EMPLOYEES STOCK OWNERSHIP PLAN","3","0","0","4","0","Wayne","","","1/1/1890","1/1/1934","3/5/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","pbbanking.com","49","201401","6694","2957","16144","0","152897","1562","0","4918","4780","0","15968","201401","184236","175925","154469","175925","80.8880429533252","1346","0","5552","0","1413","17165","17165","0","125","451","16589","0","1340","0","889","171998","47050","191761","195091","172207","195179","3577","2252","1325","0","15839","5277","5552","0","14256","17252","1562","14256","0"
"27398","11115","1293078","1406953","Peoples Bank","Paris","TX","75460","6/30/2018","8/15/2018","NM","35 South Plaza","TEXAS PEOPLES NATIONAL BANCSHARES, INC.","3","0","0","8","1","Lamar","","","12/15/1988","12/15/1988","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pbparis.com","45","147520","13042","10182","37405","0","87843","1552","0","3378","17","0","5835","147520","136745","120495","85563","120495","90.1452161646337","0","0","15985","0","265","10775","10775","0","583","10368","-176","0","499","30","672","135430","61301","142503.33","144537.5","84017","144210","2595","2595","0","0","16287","2873","15985","0","5775","12424","1056","5775","0"
"6158","12995","455972","1030947","Peoples Bank","Bellingham","WA","98226","6/30/2018","8/15/2018","NM","3100 Woburn Street","PEOPLES BANCORP","24","0","0","4","0","Whatcom","13380","Bellingham, WA","1/7/1921","1/1/1934","7/28/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.peoplesbank-wa.com","411","1721136","251021","216033","26994","0","1385046","17662","0","39367","290","4448","13970","1721136","1531405","1528683","1037820","1528683","71.2070067256142","0","0","0","0","2722","189731","189731","0","1280","36720","151731","0","1522","841","5638","1628073","390102","1695053","1709815.5","1433680","1680962","0","0","0","0","134936","596","0","14945","413544","189787","17707","413544","71749"
"12230","10084","948250","2618427","Peoples Bank","Cuba","MO","65453","6/30/2018","8/15/2018","NM","408 W, Washington Street","PEOPLES BANCORPORATION, INC.","5","0","0","8","1","Crawford","","","6/22/1901","1/1/1934","8/31/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.peoplesbk.com","59","213834","22722","17906","36429","0","149383","1483","0","2870","401","0","2029","213834","192765","182409","142941","182409","70.1601587336388","234","0","9400","0","722","21069","21069","0","500","915","19654","0","443","0","814","203718","79895","217994.67","216793.5","137817","219092","0","0","0","0","19189","4470","9400","0","16110","21405","1483","16110","0"
"9328","0","923257","0","Peoples Bank","Chatham","LA","71226","6/30/2018","8/15/2018","NM","6689 Highway 34","","1","0","0","4","0","Jackson","","","1/1/1908","1/1/1934","4/6/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.thepeoplesbankla.com","16","85690","4919","2825","585","2500","72948","599","0","1881","0","0","2857","85690","78096","77441","73545","77441","88.9247284081232","0","0","0","0","655","7594","7594","0","52","5301","2241","0","1243","0","574","78858","1650","81228","83083.5","70104","82063","1587","1025","0","562","12994","1618","0","0","1538","7594","599","1538","0"
"9366","12640","70638","4189314","Peoples Bank","Mendenhall","MS","39114","6/30/2018","8/15/2018","NM","154 Maud Avenue","PEOPLES BANCSHARES, INC.","7","0","1","2","1","Simpson","27140","Jackson, MS","11/5/1908","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.peoplesbank-ms.com","123","287020","6114","2227","32810","0","233975","3006","0","3076","1807","0","9238","287020","259911","250635","211411","250635","86.5276315369644","0","0","8553","0","723","27109","27109","0","600","10948","15561","0","4645","380","2074","269012","55596","286472.33","287349","206725","286768","3987","2737","248","1002","14871","1331","7000","1991","16887","27067","2589","16887","0"
"57058","0","2939391","4639435","PEOPLES BANK","Sheridan","AR","72150","6/30/2018","8/15/2018","SM","1120 South Rock Street","PEOPLES BANCORP, INC.","2","0","0","4","0","Grant","30780","Little Rock-North Little Rock-Conway, AR","9/13/2000","9/13/2000","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.peoplesbankar.com","25","157773","21864","20029","59385","200","69752","1108","0","2226","0","0","4346","157773","136704","136359","108417","136359","68.0267769419149","0","0","0","0","345","21069","21069","0","6","5951","15112","0","142","0","701","149366","25871","155008","155385","92417","155250","2916","2916","0","0","4202","4212","0","0","9360","21694","1108","9360","0"
"9882","53020","278153","3236912","Peoples Bank","Tulsa","OK","74150","6/30/2018","8/15/2018","NM","445 South Lewis Avenue","PEOPLES STATE BANCSHARES, INC.","2","0","0","4","1","Tulsa","46140","Tulsa, OK","1/1/1907","1/1/1934","2/12/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.peoplesbanktulsa.com","28","112949","12526","11420","1286","54","91812","924","0","3494","279","45","3453","112949","102468","99595","62813","99595","68.3886703067288","0","0","2550","0","323","10481","10481","0","600","5437","4444","0","273","0","359","104572","30478","112853.67","112929","88958","112592","2407","2407","0","0","16922","1180","2550","0","14751","10455","924","14751","0"
"6544","10185","577128","1070578","Peoples Bank","Marietta","OH","45750","6/30/2018","8/15/2018","SM","138 Putnam Street","PEOPLES BANCORP INC.","74","0","1","4","0","Washington","","","5/26/1902","1/1/1934","4/14/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","https://www.peoplesbancorp.com/","862","3966016","83350","19993","833354","1434","2673503","19266","5111","58256","63","163816","147129","3966016","3481696","2951427","2368482","2951427","76.4515895585795","90952","5111","390455","0","43751","484320","484320","0","100","409697","74523","0","18044","0","12060","3528284","1617840","3719588.67","3794506","2759840","3756482","67943","61870","0","6073","458482","16462","390455","6278","510971","344779","19266","510971","461960"
"15216","14483","715032","1081725","Peoples Bank","Lyons","GA","30436","6/30/2018","8/15/2018","NM","299 West Liberty Street","SOUTH GEORGIA BANKSHARES CORPORATION","2","0","0","4","0","Toombs","","","1/1/1931","7/2/1935","6/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.ourpeoplesbank.com","28","95160","17096","13243","2350","0","71414","1134","0","3502","83","0","715","95160","86878","86524","62550","86524","75.6658735475525","0","0","0","0","354","8282","8282","0","775","5700","1807","0","137","0","398","87007","22938","92956.33","94403","64456","99196","0","0","0","0","5010","95","0","0","10820","8329","810","10820","0"
"25795","0","109136","3466504","Peoples Bank & Trust","Buford","GA","30518","6/30/2018","8/15/2018","NM","1899 Buford Highway","PEOPLES BANKTRUST, INC.","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","12/13/1984","12/13/1984","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.peoplesbanktrust.com","53","301175","42106","37635","104989","0","127031","1698","0","3440","14393","0","9216","301175","272925","272436","219184","272436","75.7678492149978","0","0","0","0","489","28250","28250","0","14488","18835","-5073","0","524","0","1073","269655","130682","299457.33","300853.5","170935","298987","5133","5133","0","0","42178","12745","0","0","26273","30026","1742","26273","0"
"17320","10767","922344","1209480","Peoples Bank & Trust","Pana","IL","62557","6/30/2018","8/15/2018","NM","200 South Locust Street","PEOPLE FIRST BANCSHARES, INC.","11","0","0","2","1","Christian","","","5/1/1954","5/1/1954","8/7/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankpbt.com","84","414158","10046","1541","69890","4287","304891","3714","0","6695","0","3150","15199","414158","374208","354727","281725","354727","75.1955014455258","9576","0","8000","0","1905","39950","39950","0","600","22928","16422","0","7757","0","3677","380609","142112","409086","407770","340524","405957","9446","3387","0","6059","42054","4640","8000","0","64145","37399","3714","64145","0"
"8903","14347","909055","1097173","Peoples Bank & Trust Co.","Troy","MO","63379","6/30/2018","8/15/2018","SM","430 East Wood Street","LINCOLN COUNTY BANCORP, INC.","7","0","0","4","1","Lincoln","41180","St. Louis, MO-IL","3/10/1924","1/1/1934","9/22/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","pbtc.net","137","440084","18660","8987","132338","6955","260479","4243","0","5090","1462","566","14534","440084","395093","381701","292021","381701","79.8286139308799","1570","0","10000","0","1822","44991","44991","0","308","13060","31623","0","4093","0","1973","408759","151496","447734.67","444313","331164","443212","7374","7374","0","0","17389","3982","10000","750","55870","45096","4141","55870","0"
"1475","0","28732","1131554","Peoples Bank & Trust Company","Manchester","TN","37355","6/30/2018","8/15/2018","NM","1203 Hillsboro Boulevard","PEOPLES BANCORP, INC.","1","0","0","4","0","Coffee","","","7/6/1905","1/1/1934","11/24/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.bankwithpeoples.com","26","99761","9763","5580","15326","3655","65143","948","0","3317","0","0","2557","99761","88859","87379","58752","87379","83.3905284831846","0","0","0","0","1480","10902","10902","0","250","307","10345","0","26","0","320","89704","15052","98143.67","98394.5","71052","98812","1273","1273","0","0","2934","706","0","0","20076","11154","888","20076","0"
"8129","11241","282048","1096420","Peoples Bank & Trust Company","Owenton","KY","40359","6/30/2018","8/15/2018","NM","101 North Main Street","OWENTON BANCORP, INC.","1","0","0","8","1","Owen","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.peoplesowenton.com","16","55114","1824","328","11195","1815","35286","1077","0","230","0","0","4764","55114","47942","45222","31969","45222","93.1703651312881","0","0","0","0","2720","7172","7172","0","300","4700","2172","0","742","0","372","48624","7614","56483.67","55915.5","36687","56009","2963","2963","0","0","589","241","0","0","3573","7249","466","3573","0"
"12438","0","857147","1133950","Peoples Bank & Trust Company","North Carrollton","MS","38947","6/30/2018","8/15/2018","NM","106 E Main St","PEOPLES COMMERCE CORPORATION","2","0","0","7","0","Carroll","","","1/1/1918","1/1/1934","11/15/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.pbtconline.com","6","71448","5340","2772","37394","6500","21501","330","0","249","0","0","464","71448","60844","60676","51780","60676","85.678536737953","0","0","0","0","168","10604","10604","0","100","9810","694","0","0","0","432","68167","27759","71682.67","72420.5","26824","72384","8","8","0","0","12403","174","0","0","44","10604","330","44","0"
"8117","10834","814711","1357082","Peoples Bank & Trust Company of Hazard","Hazard","KY","41701","6/30/2018","8/15/2018","SM","524 Main Street","HAZARD BANCORP","7","0","0","4","1","Perry","","","3/19/1923","1/1/1934","6/19/2009","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.peopleshazard.com","61","259337","50812","42361","16000","0","173279","2550","0","5082","1646","1645","10873","259337","244424","238980","195930","238980","87.1840022753509","0","0","5000","0","444","14913","14913","0","500","23700","-9287","0","12099","0","736","231640","85821","251436","253668.5","181534","252024","7288","4407","2881","0","17547","3221","5000","0","20878","13759","2273","20878","0"
"2331","15697","243955","0","Peoples Bank and Trust Company","Ryan","OK","73565","6/30/2018","8/15/2018","NM","517 Washington Street","","2","0","0","4","1","Jefferson","","","3/5/1906","1/1/1934","7/17/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.peoplesbankusa.com","113","45393","10525","10187","1737","8418","20963","248","0","2086","64","0","1600","45393","39068","33364","24672","33364","78.368337477904","0","0","924","0","4780","6325","6325","0","118","1188","5019","0","607","0","439","41305","357","45625.33","47117","27905","47224","960","960","0","0","3626","100","924","211","2063","6330","250","2063","13"
"1365","12788","153353","1248658","Peoples Bank and Trust Company","Mcpherson","KS","67460","6/30/2018","8/15/2018","NM","101 South Main Street","PBT BANCSHARES, INC.","12","0","0","2","0","Mcpherson","","","11/1/1898","1/1/1934","2/11/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.peoplesbankonline.com","123","480727","16415","5557","152118","0","281987","4583","0","6077","226","2020","21884","480727","415693","361162","284725","361162","62.0261416604192","37401","0","13200","0","3930","65034","65034","0","600","5784","58650","0","946","0","3645","439662","234990","482960","481241.5","408862","476349","14512","8133","0","6379","63304","12920","13200","799","49227","66226","4583","49227","6812"
