,Tot Dom Deposits to Tot Assets,Return On Assets,Net Op Inc to Assets,Pretax ROA,Assets per Emp,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Yield on Earning Assets,Net Loans Lease to Tot Assets,RE to Ave Equity,Net Interest Margin,Efficiency Ratio,Core Capital Ratio,Equity to Assets,Noncurr Assets Other RE,Cost of Funding Earnings Assets,Noncurrent Loans to Loans,Number Employees,Return on Equity
3372,81.62363928,0.781169958,0.781169958,1.097405004,6.1130909089999985,0.362827671,2.366310519,3.949953136,69.74798247,0.21789197,3.330310892,68.31711505,16.80546576,17.26548094,0.0,0.619642244,0.0,33.0,4.518391372
3373,80.90726311,1.357640872,1.357640872,1.819212355,9.62096875,0.494588041,2.218712709,4.322174873,80.28557415,13.26679716,3.741376088,54.946852,10.65792123,10.35401191,0.350471464,0.580798785,0.4288723720000001,32.0,13.26679716
3374,76.74843616,1.55635977,1.529399207,1.55635977,6.794166667000001,0.382349802,2.247530566,4.699550015,61.65828529,0.5492061229999999,3.876055806,50.90568395,11.77661701,15.72304673,0.026983932,0.823494209,0.043222004,12.0,9.964168223
3375,90.78230835,1.069343891,1.070845458,1.42173699,6.111291429,0.412645856,2.521302296,3.921159576,60.32262529,9.966980155,3.788646645,63.63767767,8.561196706,8.765975113,0.122396389,0.132512932,0.200367979,175.0,12.26202282
3376,80.17961614,0.646882819,0.646882819,0.8193265479999999,6.029525,0.332632573,2.811620589,4.486728297,82.53344998,7.12117562,3.686505331,75.01167679,9.029594297000001,8.75939647,0.218093465,0.800222966,0.261833532,40.0,7.12117562
3378,88.40631871,0.7983070659999999,0.7983070659999999,0.986262271,3.65644,1.476754998,3.490991524,4.568033436,82.35967225,6.993792101,3.688499518,70.91815752,11.56692447,11.04254411,0.499611644,0.879533918,0.557848393,250.0,6.993792101
3380,86.12593496,1.155061346,1.154480877,1.5095887630000002,5.910458332999999,1.300178787,3.324842616,4.481628444,84.38220386,9.836270213999999,3.872041473,66.14046627,11.78295248,11.55243883,0.0,0.609586971,0.0,96.0,9.836270213999999
3381,86.07392013,1.250001112,1.274521926,1.660132684,5.344276596,0.8851725970000001,3.129810887,4.701305902,78.06771478,10.71135104,4.233128922,64.73443335,11.32351455,11.85519605,0.608910175,0.46817698,0.430352244,705.0,10.71135104
3382,75.55132540000002,0.655163653,0.654285221,0.782716353,8.893191734,0.584807779,3.207960576,4.411256795,71.7011943,1.432690954,3.951979336,77.89413284,9.352583418,13.74966596,0.5029066729999999,0.459277459,0.558301697,871.0,4.930258128
3383,81.20500383,0.981950231,0.988529504,1.044119827,6.27724359,0.40924886,2.460845506,3.904625971,66.71656879999999,-8.408171572,3.432777415,68.93498019,15.52816544,15.40628032,1.318560123,0.471848556,1.6420651819999998,78.0,6.067621543
3384,91.26795105,0.441199699,0.389496609,0.491179352,3.855181818,0.627330822,3.482490332,3.696603906,61.44887636,1.5393444280000002,3.484700499,87.89328694,9.377530426,8.620333907000001,0.236694414,0.211903407,0.381367604,88.0,5.18516018
3386,88.25819349,0.7876828370000001,0.7876828370000001,1.11588402,7.24152381,0.342936746,2.647043004,4.077203129,80.70321953,3.933246199,3.601779175,68.13793103,11.63686714,11.4399758,0.0,0.475423953,0.0,21.0,6.822267742999999
3387,79.61842994,1.095882838,1.095882838,1.3979869969999998,5.859086957000001,0.277935827,2.191010415,4.457941993,74.57757923,8.923099913,3.516478938,59.86733002,12.10551356,12.30752677,0.435221395,0.941463055,0.577599196,46.0,8.923099913
3388,82.77654465,1.244457546,1.244457546,1.244457546,5.3162,0.395906453,1.821926195,3.52660226,43.66966379,4.212256195,3.00709907,55.32159265,14.98788118,14.48152189,0.467752655,0.51950319,1.025872273,30.0,8.536954547
3389,81.59927648,0.8335283659999999,0.8335283659999999,1.14626106,4.5492,0.363791094,2.587384376,4.924454393,81.47429375,3.827033319,3.918512005,62.2132672,18.76021248,18.26631998,1.3980480080000002,1.005942388,0.668730933,35.0,4.519082743999999
3390,89.51362539,0.109261491,0.109261491,0.061756495,2.899,0.536806455,4.31582889,5.241287036,67.92982802,1.162937682,4.314991831,95.48081976,10.04042622,9.776770315,2.7509486030000003,0.926295205,2.819468268,28.0,1.162937682
3392,89.01384138,1.700193811,1.700193811,1.700193811,4.258675676,0.75385952,3.441823164,5.65411882,78.13620527,8.091503487,4.875087623,65.40513081,11.15243898,10.47020073,0.8110629490000001,0.779031197,0.0,37.0,15.78587797
3395,75.31106426,1.216360886,1.216360886,1.638870559,7.735168865,0.385251324,2.170671387,4.507789044,81.24694496,8.273601022000001,3.848334573,54.03724062,10.53683666,13.31645307,0.185801137,0.659454471,0.129324565,379.0,10.13994099
3396,87.31020972,0.6446626010000001,0.629674196,0.696593755,3.402878788,0.594522177,3.46685221,4.531117252,53.18936729,-0.6516425060000001,3.874886478,83.59240069,11.39818847,10.82416848,1.318847678,0.656230774,2.150927237,33.0,5.864782551
3397,81.5836027,0.911941476,0.911941476,1.246919979,5.1294197530000005,0.6429587379999999,2.465841755,4.838837245,87.37830429,9.900398947000001,3.654041855,59.37195716,8.886821475,9.239126511,1.404870957,1.184795389,1.514809199,81.0,9.900398947000001
3399,87.77349723,1.100689572,1.110089472,1.481034714,9.913596026,0.8531438309999999,2.509922344,3.91848787,69.74975166,5.27165703,3.402162246,64.08252359,9.953622778,10.40540351,0.636359325,0.516325625,0.573987853,151.0,10.48080429
3400,82.40232659,1.552691969,1.5302946080000002,2.0157053030000003,4.982590909,1.340508164,3.05301204,4.489425985,69.75222061,-8.065190444,4.1025494710000014,59.67573976,10.75092135,11.03946012,0.928840113,0.386876514,0.8371585359999999,528.0,13.93878494
3401,79.82381755,0.6143400139999999,0.6143400139999999,0.702239363,5.316458333,0.232168932,2.945902091,4.287627657,82.93851640000003,4.03729633,3.729395079,80.39982616,15.56330164,15.07660959,0.369763705,0.5582325779999999,0.427657309,120.0,4.03729633
3403,72.73896706,1.205220346,1.205220346,1.205220346,4.664263158,0.250797297,3.29055343,5.498415777999999,82.64971057,10.67132723,4.640398912,73.19214876,10.9714866,11.27723677,0.13653648699999998,0.858016867,0.0,19.0,10.67132723
3407,79.61174013,0.957428526,0.957428526,0.957428526,4.125857143,1.232947526,4.082273188,4.909485501,68.42560853,7.188830936,4.067929516,81.00227790000002,14.97909812,14.89329779,1.225719331,0.841555985,1.740412979,21.0,7.188830936
3409,81.01857581,1.185982348,1.185982348,1.535554305,4.743195652,0.506055739,2.529363587,4.439167509,75.02096825,9.000728184,3.81607481,62.22422332,13.55858962,13.49026294,0.3991988520000001,0.623092699,0.524256651,46.0,9.000728184
3410,84.07375943,1.486524211,1.501894901,2.04611207,7.096710145,1.075821406,3.015133827,5.300656367,84.24346452,12.78360265,4.457732956,57.87764381,12.89984563,12.38571455,0.06565606,0.842923412,0.077028312,138.0,12.78360265
3412,92.92508289,0.513447676,0.487369625,0.717872235,6.459797468,0.281183197,2.404175988,4.034007851,85.93462193,8.113373555,2.956576544,76.39327689,6.637211148,6.346556305,0.299025717,1.077431308,0.34544269200000005,79.0,8.113373555
3415,82.60109440000002,0.774423539,0.770498323,0.997329317,8.946922886,0.687554441,2.380136844,3.731629478,69.69407476,3.991621667,3.129183019,66.19692849,9.853739116,14.36132604,0.5620209620000001,0.60244646,0.797000465,804.0,5.528015029
3416,89.52286158,0.588114324,0.588114324,0.719318303,7.322852113,0.484953943,2.917936428,3.91979314,62.18667205,3.27024594,3.672742821,74.9215656,8.945248866,7.907909352000001,0.240708952,0.247050319,0.373651191,142.0,7.054696605
3417,89.23793399,0.919323092,0.927317206,0.919323092,4.948244444,0.447670375,2.983580934,4.298493068,51.31112718,3.810720268,3.818203737,75.26327582,12.0154191,10.66685828,1.102972547,0.480289331,1.737227158,45.0,8.668341709
3418,83.08400136,1.872928753,1.872928753,2.423262337,6.341946429,0.685524226,1.985388225,4.548660529,85.08147285,15.79093229,3.91954356,45.0339213,12.03058202,11.61174606,0.183303346,0.629116969,0.042515894000000005,56.0,15.79093229
3419,86.60563779,1.084951363,1.084951363,1.420074294,2.8814285710000003,1.463881213,3.857199227,4.430918758,72.40739429,8.55013871,4.2414826360000015,71.35522227,12.9630164,12.52319569,0.911891777,0.189436122,0.622928197,98.0,8.55013871
3421,84.81192536,1.164025885,1.164025885,1.404087303,6.535246246,0.665407677,2.739301813,4.3974879310000015,78.11973144,9.878348583,3.68131861,67.05889179,11.10847388,11.321767800000002,1.358445794,0.716169322,1.702592558,666.0,10.75222938
3422,70.71358689,1.296510632,1.296510632,1.775762906,18.59894643,0.094373307,0.9371197,3.941125426,84.99192543,-6.6638144289999985,2.772937735,34.54331928,11.38454679,11.55528203,0.225003144,1.168187691,0.218677769,224.0,10.87475562
3424,80.87806197,1.051965918,0.965083717,1.18709448,4.916038922,1.247579415,3.093674032,3.998932681,64.3099058,9.097509232,3.247351124,73.0318946,8.684704298,8.606315513,0.328449527,0.7515815570000001,0.467374492,334.0,12.0966881
3426,89.51754561,0.924246981,0.924246981,0.924246981,4.00784,0.469110239,2.782722011,3.698212496000001,54.10595233,1.281790437,3.38706983,75.06731287,10.1406089,9.898598746000001,0.486047347,0.311142666,0.885518947,25.0,9.420142421
3427,78.98401124,0.667842552,0.667842552,0.897743205,5.059111111,0.5065352089999999,2.917853859,4.53035097,80.92550294,4.177570314,3.827800586,72.03200595,15.61972679,15.67249407,0.5022108989999999,0.702550384,0.575509328,54.0,4.177570314
3429,85.01674844,0.865256409,0.865256409,1.135708139,3.128130435,0.787714305,3.450623647,4.848141938,71.11345852,4.90199196,4.142920704,74.31771894,9.771408043,9.519970719,0.840433467,0.705221233,1.168009169,69.0,8.952739807
3430,86.80425545,0.390238045,0.390238045,0.525320445,3.0591818180000003,0.489298472,3.908384114,5.618735954,70.01129238,6.143188267,4.704589489,81.17206983,9.588726903,6.305904728,1.041573802,0.914146466,1.386246263,22.0,6.143188267
3431,90.9133335,0.88124437,0.88124437,1.1137139109999998,3.649974576,0.83844663,3.541512969,4.490895902,68.9496328,9.42741811,4.155217053,76.07605516,8.999533903,8.856574343,0.384260861,0.33567885,0.438989757,118.0,9.694938488
3432,87.19702303,0.958375728,0.956482453,0.962162277,5.113542857,0.257864034,3.216295311,4.458830031000001,64.42462779,8.034058338,4.13831215,76.07702642,9.140849759,8.887324416,2.276122044,0.320517881,1.844123376,105.0,10.66852133
3433,88.67147541,0.847597266,0.847597266,1.080917198,4.919354839,0.413912195,2.603428617,4.515760132,78.82557377,6.656668732999999,3.5894503610000004,69.91150442,8.792385564,8.538360656,0.826229508,0.926309771,0.980384073,31.0,9.977244744
3434,88.2976444,0.973728569,0.973728569,0.973728569,4.083732143,0.532037259,2.590753761,3.864535694,68.57785027,5.535178393,3.278866543,71.0484056,10.90707339,10.51646559,0.0,0.585669151,0.0,56.0,9.703234411
3435,82.05957836,0.591949479,0.591949479,0.7459391329999999,4.3765892860000015,0.445410937,2.376076929,3.811529398,78.65469279,4.358560151,2.947303167,76.10713339,14.47883272,13.65871173,1.3586901080000002,0.86422623,1.57976417,56.0,4.358560151
3436,86.41457276,1.264119252,1.264119252,1.805144529,10.47718519,0.518081661,2.037541159,4.586049308,72.90338089,10.09426435,3.455138377,52.53816794,12.72373797,12.25484651,0.037824691,1.1309109309999998,0.05094098,27.0,10.09426435
3437,88.19539449999998,1.496516358,1.496516358,2.131433434,6.978719827999999,0.728796872,2.561521864,5.231132382,77.98127682,14.41733015,4.184583767,53.81125720000001,9.530926117,9.305011602,0.12649291599999998,1.046548615,0.160603896,232.0,15.84687642
3438,73.83260643,0.8872581970000001,0.8872581970000001,1.234666373,7.748816327,3.002092805,3.973164491,3.382773035,41.16283725,10.32420326,2.556153357,76.24349686,9.189127458,9.032057562,0.319469465,0.826619677,0.764323183,98.0,10.32420326
3439,86.49501502,1.217921151,1.217921151,1.776800344,6.991886076,0.6514208779999999,3.3173472110000004,5.299705409,71.5442312,9.448907132,4.962262326,61.5520883,11.58896563,13.19232601,0.117858132,0.337443083,0.162917805,79.0,9.448907132
3440,81.70555333,1.572864426,1.55782579,1.572864426,13.50329412,0.008846257,2.000138621,4.917296744,77.05657879,9.375271932999999,3.755320486000001,53.93606870000001,9.925829249,10.16004809,0.329331405,1.161976258,0.42076673,17.0,15.54965811
3442,88.43827492,1.44071288,1.44071288,2.016170036,4.889625,0.624101916,2.707546619,5.098878923,77.93491321,10.85706137,4.247415647,58.60215054,11.29844287,11.06884475,0.497481913,0.8514632759999999,0.626868364,40.0,13.23382612
3444,71.26866575,0.426792495,0.443650798,0.5401592510000001,6.681985294,0.224955211,2.485621705,4.2410774710000005,73.16885832,3.007409034,3.199141646,79.80302598,14.50586572,14.4226685,0.386905089,1.041935825,0.0,68.0,3.007409034
3445,77.83513912,1.470610838,1.46406762,1.985142909,9.105160714,0.37664608,2.407058713,5.084905911,76.72893022,8.79899489,4.590993023999999,51.45257572,11.31036656,16.87522922,0.076720129,0.493912887,0.095987183,896.0,8.79899489
3446,82.10518058,0.7639389,0.7639389,1.070407086,5.819391304,0.20679164,3.09889918,4.5319105760000005,83.70440656,6.625592723,4.26302095,74.3264942,11.74293125,11.77808825,0.444914304,0.268889626,0.243450695,46.0,6.625592723
3447,82.26927202,0.63318679,0.63318679,0.858253185,3.784058824,0.186054886,3.472024247,5.059404415,77.31194329,4.591947769,4.542937254,80.18018018,11.7972537,14.45537782,0.144569323,0.516467161,0.184509166,17.0,4.591947769
3449,75.59228289,1.210760437,1.210760437,1.570487865,7.294913042999999,0.290920504,2.603798866,5.405405405,81.44984891,4.748576182,4.272100786,63.1625183,10.14520014,9.953928586,1.937621809,1.133304619,0.039904519,23.0,12.11913972
3450,82.47732074,1.269103984,1.269103984,1.680734173,6.633197674,0.6475602189999999,2.077395991,3.556608497,30.29441411,2.498322286,3.330094458,54.56843288,15.45789921,14.92562954,0.299760717,0.226514039,0.8864770120000001,86.0,8.385038323
3452,88.34685449,0.44066236,0.431261563,0.44066236,5.766683333,0.128085859,3.311430749,4.727516041,76.46162872,5.0854353130000005,3.868647603,87.71984436,8.774471765,8.543616926,1.689879509,0.858868438,1.715642224,60.0,5.0854353130000005
3453,90.03309441,0.903819699,0.903819699,0.903819699,4.4860000000000015,1.040082593,3.266859752,3.66746304,47.60622792,4.390509633,3.4777666760000003,78.32919768,10.61269336,9.260434171,0.046297884,0.189696364,0.010702055,26.0,9.46760102
3455,85.78354108,0.828258409,0.828258409,1.16915745,3.981125,0.700736916,2.700677953,3.83851317,81.62077302,6.175474798,3.313159579,69.78792822,13.69770709,13.54516625,0.961411661,0.525353591,1.173890708,40.0,6.175474798
3456,87.82567474,2.135148484,2.135148484,2.135148484,6.41284,1.3641051730000002,3.5571133510000004,4.987065686,68.71495313,20.4573529,4.738862118999999,61.63905841,10.18430168,9.867702921000001,0.704835923,0.248203568,1.015885574,50.0,20.4573529
3457,81.52635226,0.650962384,0.650962384,0.872752729,5.004734177,1.060065225,3.696848825,4.50490083,79.19817692,6.5743879000000005,3.868624495,77.48894402,10.20838084,9.838785555,1.237309484,0.636276335,1.386445255,79.0,6.5743879000000005
3459,86.64163745,1.612926775,1.6715336509999998,1.6440330630000002,8.191017699,0.395400357,2.160791757,3.887311266,70.12300329,5.8301260510000015,3.559809675,55.91202811,11.76475802,10.63359929,0.93421998,0.32750159100000004,1.210105152,113.0,14.99378907
3461,82.37315334,2.306761339,2.306761339,2.306761339,12.55907692,0.133981754,1.688043708,4.618151439,60.47327094,8.27662383,4.132203281000002,41.11761084,12.7510037,12.48131906,0.183746968,0.485948158,0.298335289,26.0,18.30889514
3462,84.34892703,1.7863332790000002,1.7863332790000002,2.511958958,4.39346875,1.277933122,3.577288378,5.460390835,77.31078092,14.59178858,5.068809022,58.41509434,12.94496024,11.15291875,0.083220121,0.391581813,0.107409413,32.0,14.59178858
3463,91.16841289,1.17946168,1.17946168,1.17946168,3.511689655,1.372107088,3.964957014,4.356667733,59.03141233,13.84242704,4.136786433,77.07298433,9.493291207999999,8.677422206000001,2.893783325,0.219881301,2.3515888,29.0,13.84242704
3464,79.09773981,2.040360354,2.04303142,2.667726924,14.32476667,0.252415714,1.292962768,5.001701874,84.22157739,12.16470231,4.022682828,31.81874204,13.2742902,12.10118606,0.7278768940000001,0.979019046,0.292453326,90.0,16.12198999
3465,84.3556936,1.4714029240000002,1.461702251,1.938441032,8.942188679,1.560322238,3.105401164,4.492814711,76.82429695,15.35730708,3.788423382,59.8303149,10.147148,9.905556868,0.0,0.70439133,0.0,53.0,15.35730708
3466,81.63336239,1.50533856,1.50533856,2.088445695,10.1612381,0.14805053,1.406400946,4.036180721,76.94713649,4.866543752,3.0959956230000003,45.23440083,10.5229729,10.61808179,0.905167162,0.940185097,0.39179041,252.0,14.17658307
3467,82.57683801,0.846645795,0.846645795,1.2340445009999998,6.289970587999999,0.144667687,3.0040390930000003,4.809776906000001,79.86383552,7.118076812999999,4.365735396,69.13966479999999,13.31702704,12.53536208,0.175349179,0.44404151,0.215936705,34.0,7.118076812999999
3468,79.71632262,0.898389752,0.8976380009999999,1.108137773,6.139771429,0.33503998,2.270104684,4.222894772,65.71859353,6.5931813020000005,3.66072637,59.05292479,12.74383424,13.81065838,0.6659159020000001,0.5621684029999999,1.001932448,35.0,6.5931813020000005
3469,85.20969854,1.0018844409999998,1.0018844409999998,1.38183638,4.453646153999999,0.7698095140000001,2.888200769,4.196050152,83.7688739,11.06725546,3.758930407,66.44844517,9.182488219,9.051874523,0.31089479,0.437119745,0.36768611,65.0,11.06725546
3470,81.48412952,0.547997912,0.232906955,0.558976691,4.088384615,0.950448583,3.691065503,3.910146861,77.04958387,4.55584608,3.4957553530000003,89.18588667,9.840850074,12.13287174,0.89465465,0.414391508,0.902990805,156.0,4.55584608
3471,81.81960202,0.5359669810000001,0.557625613,0.631130298,6.057449664,0.42643939,2.558187458,4.0386443210000005,66.43303492,6.625971142999999,3.208970487,74.75715411,8.346575646,8.057082077999999,0.613920404,0.829673833,0.89657001,149.0,6.625971142999999
3472,76.88676101,1.204207437,1.204207437,1.401658454,4.024512195,0.972629084,2.955671089,4.576756893,76.42374474,6.439385624,3.676498089,67.35664336,10.43582349,10.94512288,0.590285143,0.900258805,0.755864938,41.0,11.12257517
3473,86.06799614,1.146052958,1.146052958,1.3629403999999998,4.367306667,1.340142572,2.917505783,3.765978009,46.70735282,9.479442678,3.239272442,67.07317073,9.0924172,8.798405119,0.35109358,0.5267055660000001,0.226260386,75.0,12.9645319
3474,77.27104803,0.66130862,0.66130862,0.824996634,8.027206897000001,0.160070599,2.621721284,4.694800498999999,80.63138722,6.645713169,3.611685916,74.90956072,9.93970191,10.13986915,2.105125242,1.083114582,2.457452441,116.0,6.645713169
3475,86.55096526,0.784935765,0.784935765,1.097510482,7.803695652,0.396550015,2.543751713,4.531369557,78.46115274,5.9196918589999985,3.412512877,68.00748363,13.46482101,12.83338441,0.054043513,1.118856681,0.067947631,23.0,5.9196918589999985
3476,84.87174496,1.1698829590000002,1.156353463,1.21172676,3.193594595,0.589300209,3.269047015,4.671031248,71.60955629,6.456163843,4.214082539,72.70259791,9.795608865,9.218621734,2.323908499,0.456948709,3.212635273,37.0,12.34212518
3477,83.80617659,0.893535663,0.893535663,1.022183795,4.900222222,0.528595045,3.026294147,4.28779606,70.14103669,2.153801569,3.912417915,71.35782088,10.58167243,10.28932928,1.014466464,0.375378145,1.380120393,45.0,8.939152041
3478,86.20772049,1.008954077,1.008954077,1.255991803,4.185111111,0.244437328,2.899442774,4.53709856,60.70461424,1.452832041,4.234254872,68.91223733,13.21878699,13.55068231,0.666383476,0.302843688,0.774070791,18.0,7.617551782
3479,86.66937649,1.666371669,1.666371669,2.104800392,3.027923077,1.157725846,3.5776468830000003,5.042922954,67.92080549,7.626612752000001,4.9127590130000005,62.95961423,13.17869152,12.98935549,0.846818925,0.130163941,0.840594693,39.0,12.95060071
3480,89.05684068,0.805959331,0.746052279,0.8448319670000001,4.5555400000000015,0.414641456,2.628654066,4.128961096,69.44335907,5.835334711000002,3.380747754,73.18422318,11.04861232,10.79037831,1.540541846,0.748213342,2.193618564,50.0,7.635858746
3481,83.79422244,0.668383926,0.66166993,0.895930546,8.701,0.15626695599999998,2.174303905,3.5937811230000003,60.46201586,4.9434784810000005,3.0531783960000003,70.48851216,13.60999366,13.524949800000002,0.572009979,0.540602727,0.8897513459999999,170.0,4.9434784810000005
3483,87.64453148,0.981924799,0.981924799,1.276120167,5.463775,0.510065995,3.307787528,4.949002945,76.84659416,6.910626988,4.518787523,69.58006831,10.00532809,9.731824608,0.222831284,0.430215422,0.018237762,40.0,9.758412834
3484,82.98513885,1.162923498,1.167127443,1.51899384,10.81722335,1.030214009,2.237856356,3.719538914,86.55202058,10.23213596,2.911807506,58.36072359,11.26567709,11.81238043,0.31987435,0.807731408,0.32265413,394.0,10.23213596
3486,83.41460596,1.672032061,1.672032061,1.672032061,4.051354515,0.918014591,3.179227712,5.150510201,71.47376285,5.75703632,4.678080187,60.83472776,11.51922616,12.05319663,1.040735375,0.472430014,1.236483615,299.0,14.25804047
3488,93.78813907,1.0983832059999998,1.0983832059999998,1.385674064,15.14881395,0.182947931,1.87434677,3.678676579,50.2609,16.59572232,3.319916199,56.54774397,7.42828332,5.978670523,0.0,0.35876038,0.0,43.0,16.59572232
3489,85.56879979,1.340701669,1.340701669,1.623919802,3.2499782610000003,0.789886545,3.173129785,5.030427008999999,78.27543997,9.349324438,4.505415752,64.70262027,12.32921877,12.60443214,0.644485916,0.5250112570000001,0.453274305,92.0,10.70508494
3490,69.20800614,0.5821067089999999,0.5821067089999999,0.689186812,6.228852852999999,0.521831133,2.562351138,3.806749635,67.44950362,4.498246615,3.029617357,76.10049895,12.8427144,12.68778252,0.219794736,0.777132278,0.323677441,333.0,4.498246615
3491,75.91349987,0.397543607,0.392097035,0.408773653,3.926608696,0.494121998,3.0579413630000003,3.768691985,60.61154664,2.59791059,3.2197474610000003,87.0842751,15.3464989,15.026796,0.6937062629999999,0.5489445239999999,0.8605084820000001,46.0,2.59791059
3492,82.48368876,0.929354308,0.928674389,1.076801844,5.119787879,0.568443852,2.436639709,4.071530663,67.50930732,6.43776824,3.285330645,67.69163189,9.863667281,9.576430526000001,0.429310716,0.7862000170000001,0.616918127,99.0,9.70204688
3493,81.28596265,0.765709179,0.240654627,0.937993745,5.960766129,0.330420157,2.892771599,3.874133337,79.38549791,6.238768521,3.104518376,89.31049251,12.60406499,11.93895567,0.180345945,0.769614962,0.225498024,124.0,6.238768521
3494,86.42317873,1.418585145,1.418585145,1.84266394,3.4555,0.597036421,3.254596869,5.764179865,75.29599019,9.550933899,5.105366256,59.93874426,13.15177182,13.144433,2.332172921,0.658813608,2.916471715,34.0,11.29950987
3495,87.71961474,0.994622225,0.994622225,1.307779255,3.175242718,2.146456887,4.3550380419999986,4.712195061,71.05182694,9.761611979,4.44492934,75.02457137,9.387805239,10.09386944,0.956734444,0.267265722,0.0,103.0,9.761611979
3496,87.40989651,1.243523339,1.243523339,1.758759407,5.183083333,0.964165386,2.694662899,5.173730267,78.43357933,10.4416677,4.460734207,53.92647379,9.07945995,8.903430497999999,0.639902246,0.7129960609999999,0.7245643509999999,36.0,14.15316096
3497,82.62229761,1.847887334,1.847887334,2.403174826,4.60728145,0.74866564,2.942269923,5.642840359,77.78125383,12.36737006,5.314175083,51.49919627,11.33941322,12.42452501,0.400265641,0.328665276,0.507863398,469.0,15.19953378
3499,76.77765716,0.479336879,0.480542854,0.636571587,5.015444444,0.338894226,2.8210654510000004,4.6085970000000005,75.61679848,4.097165453,3.687549897,76.49006623,11.29524281,11.38557197,1.194827828,0.921047103,1.162689721,27.0,4.097165453
3500,88.55606983,1.246899293,1.246899293,1.566433066,4.437092593,0.837457074,3.1045850710000003,4.757292488,71.2257359,8.862854532,4.113976799,66.16588701,10.76892294,10.62090208,0.149831179,0.643315689,0.208391986,108.0,11.82514557
3501,84.12201831,2.143373784,2.143373784,2.2378043880000003,5.350586957,0.7763401109999999,2.30290123,4.938909966000001,88.81715537,9.607630525,4.145445742,49.10806175,12.65462685,13.63584653,0.479427288,0.793464224,0.5325522570000001,92.0,16.25344155
3502,87.76310964,0.684978043,0.684978043,0.7368142190000001,4.545,0.399879074,3.050929228,3.804792839,53.66153282,0.505836576,3.541592521,80.54740958,9.988785047,9.371103777,0.0,0.263200318,0.0,12.0,7.19844358
3503,82.7913599,1.287965468,1.280402065,1.543845405,3.393608563,1.4036946419999998,3.682192489,4.351292107,69.95323102,3.867264689,4.229119754,69.94149617,11.99563903,12.04161448,0.394877941,0.122172353,0.548459853,327.0,10.64665351
3504,83.98462775,0.7051615509999999,0.7051615509999999,0.712868235,4.250083333,0.5124944610000001,2.627979115,3.868823207,46.47359856,2.696768322,3.100045233,77.58816837,11.95768242,12.78798455,0.252936217,0.768777973,0.410720212,12.0,5.608052305
3505,78.83757316,0.8108676109999999,0.8108676109999999,1.018108793,4.727945205,0.5370757389999999,2.86634987,4.928499812,69.24117749,5.425359627000001,4.087725361,64.02481048,8.515462132,12.29037492,0.477197659,0.8407744509999999,0.6035184370000001,73.0,6.61617605
3507,87.35060898,1.214011191,1.214011191,1.391315231,4.11022449,0.829157128,3.414667216,5.878425121,75.91670349,14.0735488,4.86540139,67.65860715,8.839065677999999,8.522797801,3.03871381,1.013023731,0.867544138,49.0,14.0735488
3508,81.68045011,1.222427574,1.221024098,1.222427574,3.278222222,1.716451117,3.776753848,4.415969957,59.54650217,-0.339659643,3.689174901,74.15265913,8.615213923999999,7.30409436,0.34978308,0.726795055,0.558196767,45.0,15.57071312
3509,88.81825724,1.246686682,1.246686682,1.577767775,4.187678832,1.111823642,3.462310618,4.393488199,80.47278077,10.43792689,4.171028379,68.29586184,11.29038015,11.0235914,0.105279304,0.222459821,0.108504407,411.0,11.43820116
3510,85.30402088,1.935827147,1.935827147,1.947754044,3.624305085,0.8926823759999999,2.790893924,4.60636441,69.85933013,6.544274405,4.086275417,58.5,9.769868366,9.852970061,0.394698692,0.520088993,0.293638063,59.0,20.1582759
3511,90.37343914,0.928251342,0.928251342,1.174471857,5.355625,0.219136258,2.932486335,5.733170423,85.13012020000002,10.9709909,4.450260421,67.63202726,9.253865932,8.862177617,1.450577664,1.282910002,1.690075734,16.0,10.9709909
3513,86.42733548,1.6773327830000002,1.6773327830000002,2.158598266,6.3109199999999985,0.6115813379999999,1.6889450869999998,3.832951208,44.21035285,10.70212247,3.459470187,43.45949535,13.97359098,13.35399593,0.090002725,0.373481021,0.200395145,25.0,12.64796292
3514,88.17696482,1.42130956,1.42130956,1.42130956,4.033892857,0.8453424690000001,3.480613435,5.30654252,81.28624423,4.26908012,4.784713321,66.10568832,9.285739662000001,9.279409291,0.488716146,0.521829199,0.294384058,28.0,15.56273753
3515,74.41792973,1.1423843809999998,1.148264063,1.4164469430000002,4.600946636000001,1.556086039,3.312032887,4.276723063,67.41029285,8.325912437000001,3.758699832,65.73658023,9.17824177,12.21175104,0.456553882,0.518023231,0.670090899,862.0,9.436270972
3516,90.9247583,1.237140064,1.237140064,1.5555691580000002,3.398571429,0.544341628,3.287565247,5.171173022,75.04623792,14.38758914,4.855052044,66.11856339,8.396507924,8.703236654,0.231189575,0.316120979,0.188840492,28.0,14.38758914
3518,85.6501625,1.973179234,1.973179234,2.00984634,4.930452381,0.6648968679999999,2.382384144,4.582255034,73.61707368,5.019542533,4.061277886,52.58236866,9.212552067999999,9.646077101,1.872956698,0.520977148,2.513569126,84.0,20.4428594
3519,86.73366903,1.478554252,1.390555706,1.478554252,3.2122919710000004,0.688800802,2.915566043,4.119094299,59.18847311,6.12244852,3.530926844,73.41957255,10.17481476,10.22327556,1.262259023,0.588167455,1.546150301,137.0,14.90095927
