,Fed RSSD,Bank Name,Yield on Earning Assets,Cost of Funding Earnings Assets,Net Interest Margin,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Loan Lease Loss Prov to Assets,Net Op Inc to Assets,Return On Assets,Pretax ROA,Return on Equity,RE to Ave Equity,Net Chargeoffs to Loans,Credit Loss Prov to Chargeoffs,Efficiency Ratio,Assets per Emp,Cash Div to Net Inc,Earning Assets to Total Asst Ratio,Loss Allow to Loans,Loan Loss Allow to noncurr Loans,Noncurr Assets Other RE,Noncurrent Loans to Loans,Net Loans Lease to Tot Assets,Net Loans Lease to Deposits,Net Loans Lease to core deposits,Tot Dom Deposits to Tot Assets,Equity to Assets,Core Capital Ratio,Tier 1-based risk capital ,Total risk based  Capt ratio,Common Equity tier 1,Average Total Assets.1,Average earning assets,Average equity,Average Total Loans,Bank Size
2838,58757,Kensington Bank,4.636092856,0.641030886,3.995061971,0.5272899679999999,3.490379612,0.0,0.824765503,0.824765503,0.824765503,8.273200506,2.785037794,-0.002916104,0.0,79.5620438,3.678404255,66.33663366,94.70572924,0.5223696720000001,121.4402619,0.353414119,0.430145376,81.73236545,103.0280715,104.0040335,79.33019059,9.958643029,9.624237609,10.92628703,11.41841432,10.92628703,171442.67,162550.67,17091.33,137169.33,Medium
2839,367543,Kentland Bank,4.887477625,0.462268994,4.42520863,0.52342477,2.609732744,0.064504208,1.557776621,1.5689304730000002,1.882716568,11.40573066,5.378034027999999,0.155275005,71.64179104,57.43862762,4.735507937,52.84796574,91.97853434,1.32488147,740.9677419,0.694181412,0.178804204,57.34354103,68.31712031,75.56571479,83.93729239,13.77569661,14.08131588,18.36926457,19.3825739,18.36926457,297655.0,270405.33,40944.33,172597.0,Medium
2841,373115,Kentucky Bank,4.28326865,0.555376117,3.727892532,1.260697637,3.300478084,0.047855209,1.192123036,1.184129302,1.360810735,11.90130345,5.167620605,-0.065124276,-116.82242990000002,69.66205526,4.464782051,56.57937278,92.2396457,1.220066698,416.0650737,0.322658144,0.293239393,63.4212292,82.06993419,88.11824832,77.27705624,9.909845237,9.133945492,13.57257668,14.75765714,13.57257668,1044818.33,969073.0,103955.0,657205.0,Medium
2842,683814,Kentucky Farmers Bank Corporation,4.699327009,0.256891764,4.4424352460000005,0.917806215,3.2349278160000003,-0.020345458,1.905691229,1.69884574,1.69884574,7.212611272,3.3735633560000005,0.054406468,-90.0,63.17880795,3.227528302,53.22687957,94.44285305,1.126843108,103.4229829,0.803816227,1.089548064,43.39496899,57.53850447,58.42062599,75.41900748,24.38047691,23.56628547,30.83983682,31.46505853,30.83983682,176943.67,167385.67,41677.0,73520.67,Medium
2844,665146,Kerndt Brothers Savings Bank,4.365066406,0.772509071,3.592557335,0.389009698,2.689520261,0.035688963,0.975022472,0.975022472,0.950040198,8.914607392999999,5.260009926,-0.026952473,-185.1851852,73.17925811,4.210358209,40.99560761,91.75097662,1.115668581,153.2394366,0.5033783070000001,0.728055783,68.3686998,86.75297102,90.64520981,78.80848228,10.88750558,10.12858841,11.9488731,12.87350852,11.9488731,280198.67,256307.67,30646.33,200352.67,Medium
2847,208972,KeySavings Bank,3.341434623,0.611068676,2.730365947,0.310365949,2.785469188,0.015648703,0.05737857900000001,0.05737857900000001,0.073027282,0.413093952,0.413093952,0.0,47.6072566992661,96.91470054,4.2448888889999985,0.0,93.34624647,0.444402196,37.85425101,0.646529159,1.173982271,54.82671972,69.89105591,71.56988366,78.44597424,13.72238509,14.52523457,33.11978546,33.67699642,33.11978546,76683.67,72005.0,10651.33,42002.67,Medium
2848,931944,Keystone Savings Bank,4.223937863,0.486581077,3.737356786,0.466687968,2.782699625,0.058093938,1.064765058,1.059246134,1.115403608,10.37687796,7.645122156,-0.006816555,-1500.0,70.23460411,3.946038462,26.32541133,93.78344396,0.92514308,400.7042254,0.138405606,0.230879292,59.39257483,72.0706336,74.81460564,82.40884236,10.21862238,11.78122984,14.23090297,14.91313262,14.23090297,103281.0,96592.33,10542.67,58680.67,Medium
2850,909541,King Southern Bank,5.145519447,0.959408898,4.186110549,0.236160497,2.491442121,0.0,1.625520301,1.7574021359999998,1.7574021359999998,16.216728699999994,10.55643945,-0.004817855,0.0,60.51651353,5.574742857,34.90401396,92.819656,1.074878004,1089.849550892263,0.16656758,0.0,85.09245782,126.5995654,143.96118930000003,67.21386252,10.99602288,11.12048858,13.10006568,14.18706805,13.10006568,195629.67,181361.67,21200.33,166049.0,Medium
2851,809940,Kingsley State Bank,4.0176522210000005,0.726961583,3.290690637,0.28534785100000004,2.136503407,0.0,1.154783182,1.154783182,1.212470834,9.150396687,9.150396687,-0.023594006,0.0,63.79575515,5.831030303,0.0,93.6426849,2.015224183,1089.849550892263,0.0,0.0,69.43728433,79.98730873,86.87572741,86.81037708,12.95316593,12.95121227,16.33576454,17.59246111,16.33576454,194149.0,180752.33,24501.67,135627.67,Medium
2852,966722,Kingston National Bank,4.193012798,0.631615358,3.56139744,0.199566327,2.446606413,0.028783605,0.849487332,0.829607456,0.993354185,9.48353488,6.20780348,0.008189561,500.0,70.05494505,4.796882353,34.54124904,92.41173802,1.094292556,1406.7039109999996,0.054876329,0.07779125,69.77111359,80.63556064,91.75704552,86.52648166,8.410487203999999,9.207847699,12.01806965,13.06837853,12.01806965,312678.0,289100.0,27352.67,219792.0,Medium
2855,67151,Kirkpatrick Bank,4.045941892,0.518549252,3.527392639,0.29541796800000003,2.29820421,0.162339934,1.260297326,1.258516167,1.258516167,12.34863805,5.392854468,-0.025709765,-898.5915492999999,61.76571155,6.54168595,56.32834614,96.86473525,2.1144693340000003,177.3316669,0.80867267,1.19238113,66.38594949,78.44897728,81.70876963,84.62309107,10.25704193,10.61629238,14.47602162,15.73470113,14.47602162,786005.0,763283.33,80106.0,552319.33,Medium
2856,908450,Kirkwood Bank & Trust Co.,3.738073357,0.28513075,3.452942607,0.762660063,2.766840294,0.0,0.895769777,0.895769777,1.128502486,10.15646172,4.271409133,-0.003725721,0.0,71.02944337,4.411396226,57.94392523,89.95911105,1.533736645,1089.849550892263,0.0,0.0,68.15323947,75.65377165,76.91992064,90.08571282,9.090092556,9.104625853,11.73094307,12.98234532,11.73094307,238900.67,216742.67,21070.33,161042.67,Medium
2857,3720336,Kirkwood Bank of Nevada,5.164721268,0.6595324810000001,4.505188787,0.087264151,2.6839622640000003,-0.158018868,1.535377358,1.535377358,1.943396226,10.67096784,10.67096784,-0.35452919,54.91803279,60.05277045,5.8224666670000005,0.0,97.24400884,1.269433747,1089.849550892263,0.0,0.0,79.25621443,92.91898785,102.6774457,85.29603719,14.36619073,14.84219741,17.05520138,18.27857599,17.05520138,84800.0,82482.67,12201.33,68823.67,Medium
2858,600419,Kish Bank,4.258013678,0.8664639040000001,3.391549774,0.839976692,3.083806698,0.138658186,0.706546164,0.7533761409999999,0.810055715,8.888442442,5.157420429,-0.015460262,-1239.130435,77.44043983,4.229,41.97610591,91.62898912,1.029534296,444.0225035,0.16896970100000006,0.231865342,72.12380179,90.10079268,98.62231336,80.0479104,8.332511457999999,8.471201522000001,10.32230955,11.29323235,10.32230955,822165.67,761716.67,69686.0,595074.0,Medium
2859,584377,Kitsap Bank,4.201978532,0.063039172,4.13893936,0.754906235,3.300617817,0.041939235,1.221480228,1.229343834,1.229343834,11.27123871,7.591063117000001,-0.047941161,-146.3414634,71.92740639,3.852275168,32.65103056,91.89252756,1.0798224159999998,708.0555555999998,0.101657,0.152505324,61.02251088,69.55214189,69.86484303,87.73635035,10.87076582,9.806774698,13.60785979,14.55742729,13.60785979,1144513.0,1053313.33,124831.0,684172.0,Medium
2860,556459,"Kleberg  Bank, N.A.",4.275478046,0.243698665,4.0317793810000015,1.22653631,3.5118972860000004,0.192443315,1.000086947,1.000086947,1.000086947,8.519649924,1.797422279,0.113967166,279.7752809,74.65089535,3.3528451610000003,78.90262751,86.1827509,1.209382172,151.952068,0.497795806,0.7958971459999999,61.78883221,79.97026433,88.44278821,77.26475925,11.53473891,8.997560124,12.7781217,13.87926374,12.7781217,517555.0,446453.0,60753.67,312370.67,Medium
2861,303550,KleinBank,3.79151305,0.189197039,3.602316011,0.906781843,2.675647147,0.0,1.543153611,1.620946957,1.620946957,16.20209647,8.100543968,0.045117822,0.0,63.03931886,5.338509485,50.00311236,91.70286967,1.199076999,173.3289212,0.392708296,0.691792801,54.77382215,62.51013839,63.62700368,87.6239016,9.995583555,9.422540949,13.00815164,13.92191397,13.00815164,1982174.67,1822438.67,198307.67,1094911.0,Medium
2862,803957,KodaBank,4.667678596,0.51001105,4.157667546,0.355908005,1.856675982,0.0,2.415573343,2.415573343,2.415573343,20.15582656,13.38075881,0.252043477,0.0,41.84352233,5.85652,33.61344538,94.76754113,1.414725854,131.94555640000002,1.100312131,1.072204242,78.43634104,89.94087011,96.38597699,87.20878611,12.42307719,11.97024771,15.265557,16.51801427,15.265557,147791.0,139212.67,17712.0,114266.0,Medium
2863,428471,Kopernik Bank,4.301854405,0.569466217,3.732388188,0.070525932,2.03535366,-0.038356209,1.003447914,1.003447914,1.365975952,4.310542998,4.310542998,-0.025146088,221.4285714,60.52244297,8.301526316,0.0,92.78636142,0.116062322,3.745743473,2.2342118440000003,3.098512292,72.02226604,100.9033335,104.2794984,71.37748924,24.10273317,22.71895392,46.08,46.24896,46.08,161642.67,142589.67,37628.67,111349.33,Medium
2865,416674,"KS Bank, Inc.",4.530641799,0.83669453,3.693947269,0.7726873959999999,2.978696637,0.0,1.00847654,1.00847654,1.280377535,10.8911564,-7.971936489,-0.005465993000000001,0.0,69.93765586,4.591096386,173.19641919999995,94.12902396,1.368216013,555.0408719,0.192620079,0.246507254,77.07060025,94.01471911,111.26577,81.97716376,8.845827833,9.424220118,12.15590434,13.40769102,12.15590434,376607.67,355446.33,34872.33,292719.0,Medium
2866,160959,KS StateBank,4.337947072,1.250846913,3.087100158,0.639086415,1.957697989,0.165280969,1.473094186,1.473094186,1.5167283619999998,16.17707,9.656146207,0.135263444,154.1623844,53.78723662,6.801284672,40.30967163,97.1739989,1.453234346,621.7241379,0.21228278,0.233742629,78.73034935,95.31543764,113.3343375,82.59978793,9.07997201,9.330516123999999,12.3697752,13.62378645,12.3697752,1815091.0,1764244.67,165283.33,1438674.0,Medium
2868,956134,La Salle State Bank,3.524341724,0.46931055,3.055031175,0.669077629,2.59071423,0.064197214,0.911600437,0.941559136,0.941559136,12.11750677,5.709916067999999,0.241126827,54.87804878,72.64,4.1345,52.87878788,94.89375627,1.191133772,184.0262582,0.325097992,0.647262942,49.628307,66.4855953,71.85053967,74.64520214,7.428880368,8.96609915,15.87175008,16.93628009,15.87175008,140193.0,132961.0,10893.33,68014.0,Medium
2869,483751,Labette Bank,4.151968323,0.449696229,3.702272094,0.8077413859999999,2.999762429,0.029390226,0.933139684,0.933139684,1.242716735,8.261416367,7.133873975,0.028879976,153.84615380000002,70.2213049,3.526025862,13.64829396,93.61129923,1.00314052,773.8028168999998,0.243998445,0.129637745,66.27882812,77.38372873,82.96191794,85.64956640000003,11.41951841,11.29146668,16.94814793,17.95321167,16.94814793,408299.0,382035.67,46118.0,270083.33,Medium
2870,686570,Ladysmith Federal Savings and Loan Association,4.254287576,0.876615897,3.377671679,0.305035014,2.694475953,0.019553527,0.613980732,0.613980732,0.770408944,5.870991506,5.870991506,0.028490572,100.0,77.32884399999998,4.798727273,0.0,95.58405638,0.890578333,51.57232704,2.313113326,1.726853109,69.15091123,78.64945809999998,93.25294433,87.92293411,10.17694086,10.72410988,19.65978906,20.82460315,19.65978906,51141.67,48139.67,5348.33,35099.33,Medium
2871,140018,Lafayette Ambassador Bank,3.646847223,0.418153026,3.228694197,0.838594183,2.674721647,-0.088701186,1.111365178,1.079262321,1.290879853,9.651570677999999,5.033041821,0.043745876,-283.8842975,68.31777858,10.66025874,47.85261395,95.1742863,0.90989077,88.30134009,0.7631114059999999,1.030438235,69.66761719,82.65178347,86.43055891,84.29051893,11.40442543,10.9849951,14.8056984,15.68052945,14.8056984,1549021.0,1476014.67,173215.33,1106390.0,Medium
2872,535931,Lafayette State Bank,5.026637708,0.274937643,4.751700066000001,1.784598706,5.289403382,0.0,0.430051492,0.430051492,0.430051492,7.898627244,7.898627244,-0.122835321,0.0,92.48090068,2.6242,0.0,84.53079578,0.959873845,20.4379562,6.4509455939999985,4.696525599,62.91005694,68.1058463,69.56621197,92.37100831,5.193419491,5.080222786,7.489267234,8.995935423999999,7.489267234,86966.33,72016.33,4735.0,55358.67,Medium
2873,987053,Lake Area Bank,4.242249545,0.561922464,3.680327081,2.606133678,4.462574192,0.072375849,1.424597951,1.424597951,1.420979159,14.78159135,5.256789472,0.132411678,78.94736842,74.61265823,3.275519608,64.43691787,91.83126162,0.933522645,195.7219251,1.554610405,0.476963756,69.75154369,88.08030872,92.48909579,79.19084833,9.599135596,9.4631769,12.28686376,13.15643586,12.28686376,331602.33,301821.0,31958.67,229587.0,Medium
2874,269058,Lake Central Bank,3.872736861,0.130778696,3.741958165,1.290838069,2.684782499,0.0,2.169250697,2.173267828,2.173267828,19.11398495,17.98339804,-0.00529785,0.0,55.28275862,4.378117647,5.914972274,95.70054281,1.252825315,79.18367347,0.8229429779999999,1.5821763,51.36171871,58.82466089,59.24585616,87.31324233,11.6582469,12.78963519,17.22598777,18.11686045,17.22598777,149360.33,142225.0,16982.33,75502.33,Medium
2875,874845,Lake City Bank,4.343108342,0.927247083,3.415861259,0.8288806320000001,1.676788654,0.212359252,1.689861489,1.68910549,2.118368482,16.2953626,10.12590636,0.229672907,113.2502831,41.45121641,8.580974684,37.86019613,92.77797997,1.234368572,373.4909575,0.269383528,0.330494901,80.44003314,96.9721235,125.6735054,82.95170842,10.5056415,10.64159968,12.19748475,13.35588491,12.19748475,4709001.33,4383082.0,488114.33,3844598.0,Medium
2876,890078,Lake City Federal Bank,3.900623968,0.596255019,3.304368949,0.260350562,2.714293094,0.0,0.476386135,0.476386135,0.661955152,4.327223646,4.327223646,0.07810514,0.0,80.39376538,4.4855625,0.0,94.61327314,2.217450787,109.88700559999998,1.50482799,2.01793722,71.70366035,85.25961761,86.55016987,84.1003776,11.17892126,11.50907689,19.4094423,20.67661174,19.4094423,72210.33,68091.67,7949.67,53773.67,Medium
2877,30650,Lake Community Bank,3.997045587,0.293723591,3.703321997,0.28458288,2.404063513,0.0,1.085385867,1.085385867,1.4477326730000002,8.74569298,-7.172534791,-0.002372367,0.0,62.41408935,6.615777777999999,182.0121951,96.2673407,1.6607829580000002,1342.1568630000004,0.797756206,0.123739855,68.07127742,77.99372679,80.10474826,87.27788788,12.48698398,12.66254103,16.35792813,17.61158282,16.35792813,120878.67,116436.0,15001.67,84304.0,Medium
2879,1015850,Lake Elmo Bank,3.598157062,0.15258350199999998,3.445573559,0.675102585,2.516197895,0.061747188,1.371816685,1.371816685,1.373874924,16.90498082,10.36745823,-0.185639206,-56.87203791,63.671875,4.586292683,38.67216804,94.92469607,1.3992284430000002,453.9918809,0.250215382,0.308205609,62.86495283,69.71388469,70.79354528,90.17565598,8.478605388,8.884648842999999,14.12874941,15.38046817,14.12874941,388681.67,369633.67,31541.0,227322.67,Medium
2880,1917301,"Lake Forest Bank & Trust Company, National Association",4.363824809,0.619143442,3.744681367,2.576737137,2.528104824,0.291572319,2.318630275,2.312416638,3.171292091,20.70965183,8.308068621,0.355411304,107.6702802,42.01953796,7.713924686,59.88310817,90.81569058,0.6729361070000001,127.5280131,0.411362813,0.527677089,74.7168355,92.71677207,126.1421353,78.66310340000003,11.22024074,10.59259375,11.86877137,12.45526665,11.86877137,3610768.0,3299720.0,403174.33,2751178.67,Medium
2881,164153,Lake Region Bank,4.117853185,0.16478989300000002,3.953063293,1.678686389,4.23421854,0.21430039,0.953636736,0.953636736,0.957208409,10.45043529,10.45043529,0.0,47.6072566992661,77.53551371,3.059611111,0.0,94.3992519,0.803272963,66.89750693,0.973253681,1.200751717,54.15176221,60.73435973,60.89184719,89.16165816,9.415684637,9.748001687,17.28740753,17.95720309,17.28740753,111992.33,105589.0,10219.67,59487.0,Medium
2882,301574,Lake Shore Savings Bank,4.231403231,0.692116387,3.539286845,0.401346361,2.75365057,0.07160169799999999,0.7365930479999999,0.7699066809999999,0.902935099,5.480027473,5.480027473,-0.00053158,-19000.0,74.6450097,4.728486957,0.0,92.95371624,0.9004455570000001,72.35992502,0.970988054,1.244398135,70.31112076,87.30564683,91.9892693,80.53444801,13.582431,13.80808445,19.55418189,20.47162279,19.55418189,530713.67,492980.67,74561.67,376237.0,Medium
2883,11145,Lake-Osceola State Bank,4.722581416000001,0.509557402,4.213024014,0.6908069240000001,2.980136354,0.144605772,1.176493703,1.176493703,1.445271823,13.31672819,9.936396388,0.05324719,334.5454545,65.21066208,3.903492537,25.38410154,91.21796784,1.120621612,168.03685330000005,0.738336125,0.666890381,79.9926587,96.51284559,101.5686217,82.88291389,8.762531831,8.797400371,11.30709117,12.48878611,11.30709117,254485.0,234321.0,22483.0,206583.67,Medium
2884,687009,Lakeland Bank,4.045179728,0.557786818,3.48739291,0.401605322,1.995570325,0.101701913,1.20468774,1.197452103,1.52761696,9.863442844,5.076421463,0.077131084,170.6207744,54.60062706,8.26572006,48.53296619,92.66677666,0.855387335,253.4727512,0.301095662,0.33746717600000004,76.83829089,95.94227761,103.21176640000002,80.08804128,12.11268458,10.25766595,12.13942131,13.01186491,12.13942131,5459091.0,5059997.67,662750.33,4218792.0,Medium
2885,201834,Lakeside Bank,4.584961346,0.78110178,3.803859566,0.254016169,3.365776435,0.0,0.469128804,0.471584376,0.503180903,4.040256988,-8.415159372,0.001813335,0.0,87.05318362,10.29610759,308.282775,95.00345774,2.065933082,293.8727833000001,0.69917045,0.703002523,80.64163365,97.09542524,139.97895830000002,83.05399915,11.64456274,12.07753721,13.72428527,14.98273917,13.72428527,1607771.67,1526817.67,187661.33,1323528.0,Medium
2886,4165907,Lakeside Bank,4.3833768860000015,0.422682771,3.960694115,0.226778469,3.205667502,0.188032399,0.459254889,0.459254889,0.581191051,3.472989749,2.611205692,0.020387187,1375.0,80.64793578,4.0161162789999985,24.81389578,93.65463568,1.53118704,16927.27273,0.006369685,0.009045681,69.33865299,80.41030118,91.2724002,86.23105743,13.48172769,13.31995808,18.09034517,19.34239068,18.09034517,175501.67,166082.0,23207.67,117721.0,Medium
2888,32766,Lakeside National Bank,2.91895391,0.11356603,2.805387879,0.346027625,2.699612076,0.08948990300000001,0.265486712,0.265486712,0.283384693,2.890234417,2.890234417,0.0,47.6072566992661,87.86407767,6.7024,0.0,97.11297446,1.085909449,46.01113173,1.245822392,2.360101585,33.70434471,37.18273694,39.55524427,90.64514204,9.260861781000001,9.275029455,22.68631671,23.59099697,22.68631671,67046.67,65160.33,6158.67,24017.33,Medium
2889,635457,Lakeside State Bank,4.508140544,0.395985318,4.1121552260000005,1.28376948,3.682172504,0.091499769,1.253269557,1.253269557,1.253269557,17.05232461,8.488435921,0.034175965,660.0,73.24875896,3.58125,50.22123894,91.3061082,0.94173043,187.012987,0.256893543,0.503564188,42.29528796,48.28652491,52.66048986,87.59232112,7.0171029670000005,8.647309756,17.3634329,18.15921085,17.3634329,72131.33,65659.0,5301.33,29260.33,Medium
2890,184142,Lakestone Bank & Trust,3.973137317,0.276742975,3.696394342,0.910046725,3.094158865,0.0,1.041171737,1.041171737,1.2228549,11.02609717,6.466432926,-0.033878256,0.0,71.67359275,4.444014286,41.35338346,92.26342978,0.477967121,290.1023891000001,0.176159907,0.164758078,56.89402439,64.65413791,65.68777001,87.99749904,9.290988521000001,10.14480874,15.54798995,15.97512563,15.54798995,613155.33,565145.33,57899.0,348306.0,Medium
2891,3253834,Lakeview Bank,5.505728396,0.656806279,4.848922116000001,0.638317893,3.387089043,0.058885415,1.295973757,1.297834536,1.7854057680000002,13.89309128,13.89309128,-0.043485942,-156.25,64.77477477,5.214411765,0.0,94.71261774,1.308643252,238.6792453,0.913757121,0.548285315,86.09622652,100.6714065,113.4161565,85.52202606,9.245868351,9.491000802,11.48330004,12.73579672,11.48330004,84910.67,80389.0,7932.0,73587.0,Medium
2892,767255,Lamar Bank and Trust Company,4.286961497,0.41123663,3.875724868,0.92198692,2.375680161,0.008159176,2.190738832,2.190738832,2.190738832,21.30764953,7.578698435,0.009950414,120.0,51.93222354,4.568545455,64.4320298,94.40442552,1.301760603,170.83333330000005,0.493493055,0.762006207,63.91929001,71.80935490000002,77.02009303,89.01248325,10.101351800000002,10.80430704,16.29067801,17.54112643,16.29067801,147073.67,138606.33,15121.33,100498.33,Medium
2893,2161,Lamar National Bank,4.678636093,0.31837301,4.360263083,0.788225007,3.51200912,0.053153331,1.12918418,1.12918418,1.12918418,10.54543253,4.285973727,0.029318254,273.3333333,74.81358741,3.398826087,59.35706085,89.13115782,0.918347163,30.63147974,2.125414146,2.998050278,67.28282143,76.38917129,80.89979236,88.07900426,10.63026876,10.72299416,16.2083894,17.15907096,16.2083894,154270.67,138202.67,16519.0,102325.33,Medium
2895,535034,Landmark Bank,4.582240149,0.39773513,4.184505018,0.450505466,3.306304824,0.17303151100000005,0.907246302,0.907246302,0.907246302,9.837171154,5.053804425,0.6724990470000001,37.88395904,75.37313433,3.154452381,48.62542955,93.17895341,0.572856637,40.54927302,2.343626167,1.412742066,65.76418818,72.35305841,73.98673607,90.89344615,8.937480658,9.558181591,14.59067111,15.18800571,14.59067111,128300.33,120683.33,11832.67,87137.67,Medium
2896,103255,Landmark Bank,4.045232002,0.640758211,3.404473791,1.17241617,3.0536582,0.145983389,1.075276562,0.7670675809999999,0.806561671,8.919671779,5.050125967,0.172032641,136.9987063,70.14053572,4.299435971,43.38215473,92.84975643,1.245513153,201.5290783,0.408218177,0.618031484,62.25012617,68.79415207,90.36319173,90.48752589,8.362883805,8.551352896000001,12.39270493,13.58402282,11.39969177,2901700.0,2691811.0,249538.33,1797333.33,Medium
2897,2963547,Landmark Community Bank,4.438495972,0.8433887059999999,3.5951072660000003,0.350017164,3.097068539,0.178508754,0.397852843,0.397852843,0.453855589,4.77312437,2.631517248,0.236260164,97.4522293,83.04395433,5.001338235,44.86803519,93.64346601,1.236509104,57.52444134,1.840977856,2.149536919,77.38546448,90.18112913,95.87789986,85.81115055,8.39657621,8.556190476,10.55832791,11.74983727,10.55832791,342840.33,322271.33,28576.67,265808.67,Medium
2898,2758024,Landmark Community Bank,3.983638705,1.28818933,2.695449374,0.14164512199999998,1.44435424,0.0,0.963825827,0.963825827,1.276936096,10.92463055,8.628647423,0.075364943,0.0,52.34032561,12.42418182,21.01657459,95.58715617,0.911350669,179.4117647,0.412266819,0.5079659470000001,80.42067104,96.70791308,131.3780838,83.15831506,8.876280233,9.172571733,15.08636655,16.31687039,15.08636655,938966.33,898625.67,82840.33,761627.33,Medium
2899,481177,Landmark National Bank,3.720821734,0.40801387,3.312807864,1.52803475,3.127725854,0.095119053,1.093002475,1.099364883,1.274806692,9.875535218,7.340668938999999,0.032341668,608.1081081,67.01972414,3.4947634410000004,25.66814074,89.3626819,1.218175555,110.4277063,0.588284161,1.103143039,48.52728968,61.52477843,63.81919782,78.87438349,10.8234645,9.930533898,16.3041496,17.35189524,16.3041496,946182.67,846049.67,105331.0,457614.0,Medium
2900,178150,Laona State Bank,4.060809955,0.8099563609999999,3.250853594,0.185370248,2.155787331,0.068655647,0.73804821,0.73804821,0.996651149,6.089981602999999,6.089981602999999,-0.032851011,-333.3333333,64.90230906,4.37925,0.0,93.01193127,1.0681322290000002,48.99497487,1.448307359,2.180085268,61.86390364,70.67751066,76.21495787,87.52982817,12.17617172,12.44186182,18.85444268,19.88782901,18.85444268,174785.33,163218.67,21182.33,109585.67,Medium
2901,51356,Latimer State Bank,2.689264919,0.309692082,2.379572837,0.144416599,1.384700336,0.141584901,0.750399977,0.750399977,0.750399977,3.820555019,0.865031325,0.284707158,238.0952381,60.82089552,9.913142857,77.35849057,86.53735301,1.226038068,20.68571429,1.409384367,5.926979611,21.01394973,26.29946254,35.16700832,79.90258243,20.0195988,19.84351259,55.983334,56.70846521,55.983334,70629.0,63288.67,13872.33,14752.0,Medium
2902,3428258,LAUREL ROAD BANK,4.254912165,1.524553885,2.73035828,4.761208967,8.553498011,0.083390649,-1.013153623,-1.003742392,-1.320504675,-8.948639683,-8.948639683,0.033112166,345.5696203,117.091122,3.0689801,0.0,92.01980984,0.486962056,694.2492013,0.109100046,0.070142257,71.98706362,86.20255892,124.2314966,83.50919569,11.52067308,9.409418871,10.76815038,11.14125396,9.606429813,654749.67,609883.33,73441.33,477166.0,Medium
2903,855648,Laurens State Bank,3.5452139380000003,0.394957521,3.150256417,0.358616266,1.921366824,0.0,1.314926309,1.314926309,1.367406738,12.33027081,-2.56994558,0.0,47.6072566992661,58.42198582,4.908571428999999,120.84257209999998,92.97438882,1.202316076,1089.849550892263,0.0,0.0,42.21041909,47.584442,48.03119618,88.70634459,10.35506403,11.33824957,22.69524113,23.71893397,22.69524113,68597.0,63804.33,7315.33,29172.0,Medium
2904,834175,Lawrenceburg Federal Bank,4.756226593,0.8733184420000001,3.88290815,0.198119438,2.952923048,0.012579012,0.5880688070000001,0.5880688070000001,0.867951822,2.579666161,2.579666161,-0.00340731,-400.0,77.03035275,5.42875,0.0,93.65569115,0.359532608,23.30097087,1.6547701280000002,1.542994108,91.89039834,124.5438469,128.60549550000002,73.7815642,22.40540333,22.51114298,37.14183928,37.69148557,37.14183928,63598.0,59543.0,14498.0,58697.33,Medium
2905,3407084,LCA Bank Corporation,7.504513127999999,1.4349595030000002,6.069553625,0.002284587,2.508476818,0.8133130670000001,2.8431688530000003,2.8431688530000003,2.652405816,22.30253764,18.52123154,0.750334307,117.49174920000002,41.98852772,14.62966667,16.95460024,98.13221992,2.332325385,503.8821954,0.4255052520000001,0.462871164,89.78331700000003,108.5821358,7463.068181999999,82.68700586,13.22654879,13.58744946,14.11078363,15.373583300000002,12.45358695,175086.33,172269.67,22320.33,161528.0,Medium
2906,785923,LCNB National Bank,3.758045721,0.33521354800000003,3.422832173,0.731702451,2.74277944,0.043192255,0.851534586,0.85201355,1.017512585,7.128276112999999,0.94693847,0.021572081,294.1747573,70.7249419,4.733799419,86.71574368,89.57877756,0.310845425,87.09209572,0.256198159,0.356915772,70.95767879,83.63333162,89.90548009999998,84.84377869,12.81549618,11.3131798,12.51034291,12.80639465,12.51034291,1403029.33,1258899.0,167698.33,954938.0,Medium
2907,1015252,Lea County State Bank,3.4651464080000003,0.243192274,3.221954134,0.799417046,2.4454659,0.116419958,1.270917877,1.270917877,1.270917877,13.44647073,7.801005919,-0.025322479,-1636.363636,63.80357746,5.496568966,41.98473282,94.56808479,1.309774013,68.15107103,0.556459986,1.921868568,28.574879,33.09260786,36.23645563,86.3482235,8.998089717000001,9.814347767000001,19.07634077,19.81441348,19.07634077,309225.33,291127.67,29227.0,86879.33,Medium
2908,893855,Lead Bank,5.702043647000001,0.7921056390000001,4.909938008,1.880015246,4.317135146,0.34073679100000004,1.688350801,1.688350801,1.715609744,16.93823824,16.93823824,0.004033254,10000.0,67.73589949,4.518321428999999,0.0,92.49958502,1.076892154,453.1954887,0.210255073,0.237621993,87.53013524,103.3249824,127.6418922,84.71342866,9.155580849,9.549938804,10.50643436,11.59584659,10.50643436,234785.33,214870.33,23402.67,198351.0,Medium
2909,3109146,"Leader Bank, National Association",4.3411977,0.996509031,3.344688669,1.2437149509999998,2.511015267,0.479969715,1.062618396,1.08042009,1.451326264,10.03439207,9.476305748,0.001187102,45642.85714,56.43927807,5.866596838,5.561735261,94.97631462,0.920618525,261.96534330000003,0.307158705,0.351427602,86.59847505,113.1854178,158.72061509999997,76.51027557,9.850907765,10.990173,13.11749615,14.1969211,13.11749615,1331334.0,1264213.33,143347.0,1179342.33,Medium
